Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePrice_scaled,SalePrice_binned,SalePrice_category
255.0,20.0,RL,70.0,8400.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1957.0,1957.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,Rec,922.0,Unf,0.0,392.0,1314.0,GasA,TA,Y,SBrkr,1314.0,0.0,0.0,1314.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,Gd,Attchd,1957.0,RFn,1.0,294.0,TA,TA,Y,250.0,0.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,6.0,2010.0,WD,Normal,145000.0,-0.4491441037975795,1.0,低
256.0,60.0,RL,66.0,8738.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,1999.0,1999.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,975.0,975.0,GasA,Ex,Y,SBrkr,1005.0,1286.0,0.0,2291.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,TA,BuiltIn,1999.0,Fin,2.0,429.0,TA,TA,Y,192.0,0.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,2.0,2006.0,WD,Normal,230000.0,0.8518469673034527,4.0,极高
257.0,60.0,FV,64.0,8791.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6.0,5.0,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Rec,503.0,Unf,0.0,361.0,864.0,GasA,Ex,Y,SBrkr,864.0,864.0,0.0,1728.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,Gd,Attchd,2003.0,RFn,2.0,673.0,TA,TA,Y,216.0,56.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,5.0,2008.0,WD,Normal,207500.0,0.5074669778943559,3.0,高
258.0,20.0,RL,68.0,8814.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,Stone,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,1334.0,Unf,0.0,270.0,1604.0,GasA,Ex,Y,SBrkr,1604.0,0.0,0.0,1604.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Gd,Attchd,2006.0,RFn,2.0,660.0,TA,TA,Y,123.0,110.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,3.0,2009.0,WD,Abnorml,220000.0,0.698789194232743,4.0,极高
259.0,60.0,RL,80.0,12435.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2001.0,2001.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,Gd,TA,PConc,Gd,TA,No,GLQ,361.0,Unf,0.0,602.0,963.0,GasA,Ex,Y,SBrkr,963.0,829.0,0.0,1792.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,2001.0,RFn,2.0,564.0,TA,TA,Y,0.0,96.0,0.0,245.0,0.0,0.0,Gd,MnPrv,Shed,0.0,5.0,2008.0,WD,Normal,231500.0,0.8748056332640591,4.0,极高
260.0,20.0,RM,70.0,12702.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5.0,5.0,1956.0,1956.0,Gable,CompShg,BrkFace,BrkFace,BrkFace,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,0.0,0.0,GasA,Gd,Y,FuseA,882.0,0.0,0.0,882.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,Gd,Detchd,1956.0,Unf,1.0,308.0,TA,TA,Y,0.0,45.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,12.0,2008.0,WD,Normal,97000.0,-1.1838214145369859,0.0,极低
730.5,50.0,RL,70.0,9478.5,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6.0,5.0,1973.0,1994.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,Gd,Rec,383.5,ALQ,0.0,477.5,991.5,GasA,TA,Y,SBrkr,1087.0,0.0,0.0,1464.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1978.0,Unf,2.0,480.0,TA,TA,Y,0.0,25.0,0.0,0.0,0.0,0.0,Gd,GdWo,Shed,0.0,6.0,2008.0,WD,Normal,163000.0,-0.1736401122703021,2.0,中
262.0,60.0,RL,69.0,9588.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8.0,5.0,2007.0,2007.0,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1482.0,1482.0,GasA,Ex,Y,SBrkr,1482.0,1092.0,0.0,2574.0,0.0,0.0,2.0,1.0,3.0,1.0,Ex,10.0,Typ,1.0,Gd,BuiltIn,2007.0,Fin,3.0,868.0,TA,TA,Y,0.0,148.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,11.0,2007.0,New,Partial,276000.0,1.5559127234287171,4.0,极高
263.0,80.0,RL,88.0,8471.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6.0,7.0,1977.0,1995.0,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,506.0,Unf,0.0,0.0,506.0,GasA,TA,Y,SBrkr,1212.0,0.0,0.0,1212.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1978.0,Unf,2.0,492.0,TA,TA,Y,292.0,12.0,0.0,0.0,0.0,0.0,Gd,GdWo,Shed,0.0,7.0,2006.0,WD,Normal,151000.0,-0.3573094399551537,1.0,低
730.5,50.0,RM,70.0,9478.5,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6.0,5.0,1973.0,1994.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,383.5,ALQ,0.0,477.5,991.5,GasA,TA,Y,SBrkr,1087.0,0.0,0.0,1464.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Detchd,1978.0,Unf,2.0,480.0,TA,TA,Y,0.0,25.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,163000.0,-0.1736401122703021,2.0,中
265.0,30.0,RM,30.0,5232.0,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5.0,5.0,1925.0,2004.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,680.0,680.0,GasA,Gd,N,FuseP,764.0,0.0,0.0,764.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,Gd,Detchd,1965.0,Unf,2.0,504.0,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,73000.0,-1.5511600699066892,0.0,极低
266.0,20.0,RL,78.0,12090.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6.0,6.0,1981.0,1981.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,Gd,TA,No,GLQ,588.0,LwQ,228.0,606.0,1422.0,GasA,TA,Y,SBrkr,1422.0,0.0,0.0,1422.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1981.0,Fin,2.0,576.0,TA,TA,Y,276.0,0.0,0.0,0.0,0.0,0.0,Gd,GdPrv,Shed,0.0,6.0,2008.0,WD,Normal,175500.0,0.01768210406808499,3.0,高
267.0,60.0,RL,70.0,11207.0,Pave,Grvl,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,1997.0,1997.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,714.0,Unf,0.0,88.0,802.0,GasA,Gd,Y,SBrkr,802.0,709.0,0.0,1511.0,1.0,0.0,2.0,1.0,3.0,1.0,TA,8.0,Typ,1.0,TA,Attchd,1997.0,Fin,2.0,413.0,TA,TA,Y,95.0,75.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,6.0,2006.0,WD,Normal,185000.0,0.16308698848525918,3.0,高
268.0,75.0,RL,60.0,8400.0,Pave,Grvl,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5.0,8.0,1939.0,1997.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,PConc,TA,TA,No,LwQ,378.0,Unf,0.0,342.0,720.0,GasA,Ex,Y,SBrkr,1052.0,720.0,420.0,2192.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,Gd,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,262.0,24.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,7.0,2008.0,WD,Normal,179500.0,0.07890521329636886,3.0,高
269.0,30.0,RM,71.0,6900.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5.0,6.0,1940.0,1955.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,403.0,Rec,125.0,212.0,740.0,GasA,Ex,Y,SBrkr,778.0,0.0,0.0,778.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,1.0,Gd,Detchd,1966.0,Fin,1.0,924.0,Ex,Ex,Y,0.0,25.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,2.0,2008.0,WD,Normal,120500.0,-0.8241356478208182,0.0,极低
270.0,20.0,RL,69.0,7917.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6.0,7.0,1976.0,1976.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,Gd,CBlock,TA,Gd,No,BLQ,751.0,Unf,0.0,392.0,1143.0,GasA,TA,Y,SBrkr,1113.0,0.0,0.0,1113.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,Fa,Attchd,1987.0,RFn,1.0,504.0,TA,Gd,Y,370.0,30.0,0.0,0.0,0.0,0.0,Gd,GdPrv,Shed,0.0,5.0,2007.0,WD,Normal,148000.0,-0.40322677187636663,1.0,低
271.0,60.0,FV,84.0,10728.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1095.0,1095.0,GasA,Gd,Y,SBrkr,1095.0,844.0,0.0,1939.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Gd,Attchd,2006.0,RFn,3.0,1053.0,TA,TA,Y,192.0,51.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,8.0,2006.0,New,Partial,266000.0,1.4028549503580074,4.0,极高
272.0,20.0,RL,73.0,39104.0,Pave,Grvl,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7.0,7.0,1954.0,2005.0,Flat,Membran,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,226.0,GLQ,1063.0,96.0,1385.0,GasA,Ex,Y,SBrkr,1363.0,0.0,0.0,1363.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Mod,2.0,TA,Attchd,1954.0,Unf,2.0,439.0,TA,TA,Y,81.0,0.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,4.0,2008.0,WD,Normal,241500.0,1.027863406334769,4.0,极高
273.0,60.0,RL,92.0,11764.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8.0,7.0,1999.0,2007.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,524.0,Unf,0.0,628.0,1152.0,GasA,Ex,Y,SBrkr,1164.0,1106.0,0.0,2270.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,Gd,Attchd,1999.0,Fin,3.0,671.0,TA,TA,Y,132.0,57.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,4.0,2010.0,WD,Normal,290000.0,1.7701936057277108,4.0,极高
274.0,20.0,RL,80.0,9600.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6.0,6.0,1958.0,1988.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,TA,TA,CBlock,TA,TA,No,Rec,620.0,LwQ,620.0,0.0,1240.0,GasA,Gd,Y,SBrkr,1632.0,0.0,0.0,1632.0,1.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Min1,1.0,Gd,Attchd,1958.0,RFn,1.0,338.0,TA,TA,Y,289.0,0.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,4.0,2009.0,WD,Normal,139000.0,-0.5409787676400053,1.0,低
275.0,20.0,RL,76.0,8314.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5.0,7.0,1982.0,1982.0,Gable,CompShg,HdBoard,ImStucc,BrkFace,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,546.0,Unf,0.0,270.0,816.0,GasA,TA,Y,SBrkr,816.0,0.0,0.0,816.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,Gd,Attchd,1982.0,Unf,1.0,264.0,TA,TA,Y,168.0,0.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,6.0,2007.0,WD,Normal,124500.0,-0.7629125385925344,0.0,极低
276.0,50.0,RL,55.0,7264.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7.0,7.0,1925.0,2007.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,952.0,952.0,GasW,Gd,N,SBrkr,952.0,596.0,0.0,1548.0,0.0,0.0,2.0,1.0,3.0,1.0,Ex,5.0,Typ,0.0,Gd,Detchd,1978.0,Unf,2.0,672.0,TA,TA,Y,74.0,0.0,0.0,0.0,144.0,0.0,Gd,MnPrv,Shed,0.0,10.0,2009.0,WD,Normal,205000.0,0.46920253462667855,3.0,高
277.0,20.0,RL,129.0,9196.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7.0,5.0,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1560.0,1560.0,GasA,Ex,Y,SBrkr,1560.0,0.0,0.0,1560.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,Gd,Attchd,2003.0,Fin,2.0,573.0,TA,TA,Y,100.0,150.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,4.0,2010.0,WD,Normal,201000.0,0.40797942539839466,3.0,高
278.0,20.0,RL,140.0,19138.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4.0,5.0,1951.0,1951.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,LwQ,120.0,Unf,0.0,744.0,864.0,GasA,Ex,Y,SBrkr,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,Gd,Detchd,1951.0,Unf,2.0,400.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,6.0,2010.0,WD,Normal,141000.0,-0.5103672130258634,1.0,低
279.0,20.0,RL,107.0,14450.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9.0,5.0,2006.0,2007.0,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,2121.0,2121.0,GasA,Ex,Y,SBrkr,2121.0,0.0,0.0,2121.0,0.0,0.0,2.0,1.0,3.0,1.0,Ex,8.0,Typ,1.0,Ex,Attchd,2007.0,Fin,3.0,732.0,TA,TA,Y,124.0,98.0,0.0,0.0,142.0,0.0,Gd,MnPrv,Shed,0.0,5.0,2007.0,New,Partial,415298.0,3.6879768907490886,4.0,极高
280.0,60.0,RL,83.0,10005.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7.0,5.0,1977.0,1977.0,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,TA,TA,CBlock,Gd,TA,No,BLQ,392.0,Unf,0.0,768.0,1160.0,GasA,Ex,Y,SBrkr,1156.0,866.0,0.0,2022.0,0.0,0.0,2.0,1.0,4.0,1.0,TA,8.0,Typ,1.0,TA,Attchd,1977.0,Fin,2.0,505.0,TA,TA,Y,288.0,117.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,3.0,2008.0,WD,Normal,192000.0,0.27022742963475593,3.0,高
281.0,60.0,RL,82.0,11287.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,6.0,1989.0,1989.0,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,421.0,Unf,0.0,386.0,807.0,GasA,Gd,Y,SBrkr,1175.0,807.0,0.0,1982.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1989.0,Fin,2.0,575.0,TA,TA,Y,0.0,84.0,0.0,196.0,0.0,0.0,Gd,MnPrv,Shed,0.0,1.0,2007.0,WD,Normal,228500.0,0.8288883013428463,4.0,极高
282.0,20.0,FV,60.0,7200.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,905.0,Unf,0.0,357.0,1262.0,GasA,Gd,Y,SBrkr,1262.0,0.0,0.0,1262.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,Gd,Attchd,2006.0,Fin,2.0,572.0,TA,TA,Y,0.0,120.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,5.0,2006.0,New,Partial,185000.0,0.16308698848525918,3.0,高
283.0,120.0,RL,34.0,5063.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7.0,5.0,2007.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904.0,Unf,0.0,410.0,1314.0,GasA,Ex,Y,SBrkr,1314.0,0.0,0.0,1314.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2008.0,RFn,2.0,626.0,TA,TA,Y,172.0,62.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,4.0,2009.0,ConLw,Normal,207500.0,0.5074669778943559,3.0,高
284.0,20.0,RL,74.0,9612.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8.0,5.0,2008.0,2009.0,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1468.0,1468.0,GasA,Ex,Y,SBrkr,1468.0,0.0,0.0,1468.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2008.0,Fin,3.0,898.0,TA,TA,Y,210.0,150.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,12.0,2009.0,New,Partial,244600.0,1.0753113159866887,4.0,极高
285.0,120.0,RL,50.0,8012.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6.0,5.0,1992.0,1992.0,Gable,CompShg,Plywood,ImStucc,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,430.0,Unf,0.0,1145.0,1575.0,GasA,Gd,Y,SBrkr,1575.0,0.0,0.0,1575.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,Gd,Attchd,1992.0,RFn,2.0,529.0,TA,TA,Y,0.0,0.0,52.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,7.0,2007.0,WD,Normal,179200.0,0.07431348010424757,3.0,高
286.0,160.0,FV,35.0,4251.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7.0,5.0,2006.0,2007.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,625.0,625.0,GasA,Ex,Y,SBrkr,625.0,625.0,0.0,1250.0,0.0,0.0,2.0,1.0,2.0,1.0,Gd,5.0,Typ,0.0,Gd,Detchd,2006.0,RFn,2.0,528.0,TA,TA,Y,0.0,54.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,6.0,2007.0,New,Partial,164700.0,-0.14762029084828146,2.0,中
287.0,50.0,RL,77.0,9786.0,Pave,Grvl,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6.0,7.0,1962.0,1981.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,600.0,Unf,0.0,312.0,912.0,GasA,TA,Y,SBrkr,1085.0,649.0,0.0,1734.0,0.0,0.0,1.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,1962.0,RFn,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,128.0,0.0,Gd,GdPrv,Shed,0.0,6.0,2006.0,WD,Normal,159000.0,-0.23486322149858596,2.0,中
288.0,20.0,RL,54.2,8125.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4.0,4.0,1971.0,1971.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,614.0,Unf,0.0,244.0,858.0,GasA,TA,Y,SBrkr,858.0,0.0,0.0,858.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,Gd,Attchd,1934.4,Unf,0.0,0.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,6.0,2006.0,WD,Normal,88000.0,-1.3215734103006247,0.0,极低
289.0,20.0,RL,77.8,9819.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,5.0,1967.0,1967.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,450.0,Unf,0.0,432.0,882.0,GasA,TA,Y,SBrkr,900.0,0.0,0.0,900.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,Gd,Detchd,1970.0,Unf,1.0,280.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,2.0,2010.0,WD,Normal,122000.0,-0.8011769818602118,0.0,极低
290.0,70.0,RL,60.0,8730.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6.0,7.0,1915.0,2003.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,Ex,Y,FuseA,698.0,698.0,0.0,1396.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Typ,0.0,Gd,Detchd,2003.0,Unf,1.0,384.0,TA,TA,Y,0.0,0.0,0.0,0.0,259.0,0.0,Gd,MnPrv,Shed,0.0,7.0,2007.0,WD,Normal,153575.0,-0.31789706338944596,2.0,中
291.0,60.0,RL,120.0,15611.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1079.0,1079.0,GasA,Ex,Y,SBrkr,1079.0,840.0,0.0,1919.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Gd,Attchd,2006.0,RFn,2.0,685.0,Gd,TA,Y,0.0,51.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,7.0,2006.0,New,Partial,233230.0,0.901284628005292,4.0,极高
