Indicators Results List: Institutions   Filter Results By: ResearchFields   Filter Value(s): CLINICAL MEDICINE   Show: Top
,Institutions,Countries/Regions,Web of Science Documents,Cites,Cites/Paper,Top Papers
"1498","UNIVERSIDADE FEDERAL DO PARANA","BRAZIL","2386","45828","19.21","37"
"1499","SANOFI USA","USA","1097","45700","41.66","65"
"1500","TAICHUNG VETERANS GENERAL HOSPITAL","TAIWAN","3269","45673","13.97","39"
"1501","NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","ENGLAND","1639","45660","27.86","65"
"1502","NIH NATIONAL HUMAN GENOME RESEARCH INSTITUTE (NHGRI)","USA","985","45632","46.33","53"
"1503","ONZE LIEVE VROUWE GASTHUIS HOSPITAL","NETHERLANDS","1607","45549","28.34","41"
"1504","UNIVERSITY CHILDREN'S HOSPITAL ZURICH","SWITZERLAND","2069","45518","22.00","49"
"1505","METROHEALTH SYSTEM","USA","2247","45503","20.25","52"
"1506","INSTITUTO NACIONAL DE SALUD (COLOMBIA)","COLOMBIA","215","45455","211.42","25"
"1507","NEVADA SYSTEM OF HIGHER EDUCATION (NSHE)","USA","2660","45454","17.09","49"
"1508","GUNMA UNIVERSITY","JAPAN","3138","45407","14.47","24"
"1509","UNIV MED SCI","N/A","758","45317","59.78","35"
"1510","WITTEN HERDECKE UNIVERSITY","GERMANY (FED REP GER)","2740","45301","16.53","38"
"1511","HAWASSA UNIVERSITY","ETHIOPIA","608","45290","74.49","25"
"1512","VILNIUS UNIVERSITY","LITHUANIA","2099","45245","21.56","59"
"1513","HEART OF ENGLAND NHS FOUNDATION TRUST","ENGLAND","1053","45211","42.94","41"
"1514","WALTER REED NATIONAL MILITARY MEDICAL CENTER","USA","2694","45201","16.78","29"
"1515","INTERNATIONAL UNIVERSITY OF HEALTH & WELFARE","JAPAN","3025","45162","14.93","46"
"1516","TARBIAT MODARES UNIVERSITY","IRAN","1609","45149","28.06","42"
"1517","FRANCIS CRICK INSTITUTE","ENGLAND","681","45136","66.28","77"
"1518","FLINDERS MEDICAL CENTRE","AUSTRALIA","2190","45134","20.61","42"
"1519","SAINT MARIANNA UNIVERSITY","JAPAN","2724","45094","16.55","54"
"1520","INSTITUTE OF CARDIOLOGY - POLAND","POLAND","1138","45049","39.59","49"
"1521","INT FDN DERMATOL","N/A","45","45038","1000.84","20"
"1522","MEDICAL UNIVERSITY OF LUBLIN","POLAND","2950","44921","15.23","43"
"1523","ZAHEDAN UNIVERSITY OF MEDICAL SCIENCES","IRAN","736","44895","61.00","42"
"1524","MAX DELBRUCK CENTER FOR MOLECULAR MEDICINE","GERMANY (FED REP GER)","1262","44867","35.55","49"
"1525","ICMR - NATIONAL INSTITUTE OF EPIDEMIOLOGY (NIE)","INDIA","229","44859","195.89","32"
"1526","CSIR - INSTITUTE OF GENOMICS & INTEGRATIVE BIOLOGY (IGIB)","INDIA","248","44805","180.67","29"
"1527","ARGENTINE SOC MED","N/A","47","44695","950.96","37"
"1528","ROYAL SURREY COUNTY HOSPITAL","ENGLAND","929","44694","48.11","47"
"1528","ROYAL SURREY COUNTY NHS FOUNDATION TRUST","N/A","929","44694","48.11","47"
"1530","NGUYEN TAT THANH UNIVERSITY (NTTU)","VIETNAM","162","44683","275.82","40"
"1531","DANUBE UNIVERSITY KREMS","AUSTRIA","354","44678","126.21","30"
"1532","OBAFEMI AWOLOWO UNIVERSITY","NIGERIA","861","44616","51.82","39"
"1533","ST. MARIEN HOSPITAL","GERMANY (FED REP GER)","2264","44611","19.70","53"
"1534","ACADEMY OF ATHENS","GREECE","840","44538","53.02","29"
"1535","QUEBEC HEART & LUNG INSTITUTE","CANADA","1121","44494","39.69","55"
"1536","GERMAN CTR LUNG RES DZL","N/A","1470","44488","30.26","61"
"1537","SOUTHWEST MEDICAL UNIVERSITY","CHINA MAINLAND","4340","44486","10.25","42"
"1538","WESTERN HEALTH","AUSTRALIA","1268","44398","35.01","41"
"1539","UNIVERSITY OF PATRAS","GREECE","2320","44391","19.13","58"
"1540","HEALIS SEKHSARIA INST PUBL HLTH","N/A","60","44375","739.58","25"
"1541","IRCCS MELDOLA (IRST)","ITALY","788","44367","56.30","39"
"1542","CHU DE NIMES","FRANCE","2077","44344","21.35","59"
"1543","PORTSMOUTH HOSPITALS NHS TRUST","ENGLAND","1157","44326","38.31","54"
"1544","QUEEN ELIZABETH II HEALTH SCIENCES CENTRE","CANADA","1039","44305","42.64","54"
"1545","VA CONNECTICUT HEALTHCARE SYSTEM","USA","1572","44296","28.18","57"
"1546","UNIVERSITY OF JORDAN","JORDAN","2555","44264","17.32","41"
"1547","IRCCS ISTITUTO ORTOPEDICO GALEAZZI","ITALY","1546","44110","28.53","21"
"1548","JOHN HUNTER HOSPITAL","AUSTRALIA","1651","44109","26.72","52"
"1549","CRUK CAMBRIDGE INSTITUTE","ENGLAND","880","44064","50.07","62"
"1550","ROCKEFELLER UNIVERSITY","USA","969","44049","45.46","43"
"1551","HLTH DATA RES UK","N/A","279","44042","157.86","47"
"1552","GEORGE INST GLOBAL HLTH","N/A","370","43850","118.51","42"
"1553","JOHNSON & JOHNSON USA","USA","1267","43846","34.61","56"
"1554","VA ANN ARBOR HEALTHCARE SYSTEM","USA","1529","43795","28.64","55"
"1555","MACKAY MEMORIAL HOSPITAL","TAIWAN","2964","43709","14.75","19"
"1556","ST GEORGE HOSPITAL","AUSTRALIA","1689","43691","25.87","58"
"1557","IRCCS ISTITUTI FISIOTERAPICI OSPITALIERI (IFO)","ITALY","1255","43572","34.72","36"
"1558","PAPWORTH HOSPITAL","ENGLAND","1134","43535","38.39","64"
"1559","CTR HLTH START INITIAT","N/A","62","43522","701.97","23"
"1560","ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE","SWITZERLAND","1354","43501","32.13","40"
"1561","ZEALAND UNIV HOSP","N/A","2448","43486","17.76","49"
"1562","INSTITUTE OF ONCOLOGY - SLOVENIA","SLOVENIA","934","43478","46.55","47"
"1563","N.N. BLOKHIN RUSSIAN CANCER RESEARCH CENTER","RUSSIA","319","43340","135.86","42"
"1564","RUSSIAN ACADEMY OF MEDICAL SCIENCES","RUSSIA","2474","43312","17.51","49"
"1565","HOSPITAL FOCH","FRANCE","1816","43305","23.85","61"
"1566","WELLCOME CENTRE FOR HUMAN GENETICS","ENGLAND","707","43290","61.23","64"
"1567","CENTRE ANTOINE LACASSAGNE","FRANCE","1097","43284","39.46","55"
"1568","SANOFI FRANCE","FRANCE","939","43257","46.07","65"
"1569","QUEENS UNIVERSITY HOSPITAL","CANADA","871","43176","49.57","33"
"1570","DEUTSCHES INSTITUT FUR ERNAHRUNGSFORSCHUNG POTSDAM-REHBRUCKE (DIFE)","GERMANY (FED REP GER)","839","43140","51.42","43"
"1571","UNIVERSIDAD DE LA COSTA","COLOMBIA","134","43057","321.32","44"
"1572","ARIZONA STATE UNIVERSITY-TEMPE","USA","1293","43031","33.28","44"
"1573","SHINSHU UNIVERSITY","JAPAN","2857","42997","15.05","29"
"1574","MICHIGAN STATE UNIVERSITY COLLEGE OF HUMAN MEDICINE","USA","1969","42975","21.83","41"
"1575","UNIVERSIDAD DE LA LAGUNA","SPAIN","1837","42962","23.39","25"
"1576","PRINCESS MAXIMA CENTER","NETHERLANDS","1877","42952","22.88","69"
"1577","MIGUEL SERVET UNIVERSITY HOSPITAL","SPAIN","2231","42945","19.25","37"
"1578","UNIVERSITY OF TEXAS SCHOOL PUBLIC HEALTH","USA","1478","42924","29.04","36"
"1579","DANISH NATIONAL ENVIRONMENTAL RESEARCH INSTITUTE","DENMARK","114","42906","376.37","29"
"1580","HAREFIELD HOSPITAL","ENGLAND","1305","42892","32.87","99"
"1581","INSTITUTE OF ONCOLOGY RESEARCH (IOR)","SWITZERLAND","985","42860","43.51","69"
"1582","LIVERPOOL HEART & CHEST HOSPITAL","ENGLAND","1887","42851","22.71","72"
"1582","LIVERPOOL HEART & CHEST NHS FOUNDATION TRUST","N/A","1887","42851","22.71","72"
"1584","CHUNG ANG UNIVERSITY HOSPITAL","SOUTH KOREA","3496","42828","12.25","24"
"1585","CENTRAL QUEENSLAND UNIVERSITY","AUSTRALIA","1230","42810","34.80","33"
"1586","FRANKFURT UNIV APPL SCI","N/A","67","42708","637.43","27"
"1587","CHILDREN'S HOSPITAL RESEARCH INSTITUTE OF MANITOBA","CANADA","1578","42656","27.03","48"
"1588","UNIVERSITY OF NIGERIA","NIGERIA","1468","42639","29.05","42"
"1589","WILHELMINENSPITAL","AUSTRIA","791","42630","53.89","42"
"1590","MINNEAPOLIS VA HEALTH CARE SYSTEM","USA","1186","42625","35.94","48"
"1591","WOLAITA SODO UNIV","N/A","390","42508","108.99","28"
"1592","NANKAI UNIVERSITY","CHINA MAINLAND","2776","42491","15.31","50"
"1593","IMAM MOHAMMAD IBN SAUD ISLAMIC UNIVERSITY (IMSIU)","SAUDI ARABIA","518","42461","81.97","32"
"1594","ERASMUS MC - SOPHIA CHILDREN'S HOSPITAL","NETHERLANDS","1941","42414","21.85","22"
"1595","KING ABDULLAH INTERNATIONAL MEDICAL RESEARCH CENTER (KAIMRC)","SAUDI ARABIA","1385","42377","30.60","59"
"1596","HUNTER MEDICAL RESEARCH INSTITUTE","AUSTRALIA","2046","42191","20.62","31"
"1597","KANTONSSPITAL AARAU AG (KSA)","SWITZERLAND","1645","41983","25.52","42"
"1598","UNIVERSITY OF LIMERICK","IRELAND","2082","41957","20.15","30"
"1599","CHARLES R. DREW UNIVERSITY OF MEDICINE & SCIENCE","USA","335","41856","124.94","24"
"1600","JIANGSU UNIVERSITY","CHINA MAINLAND","3080","41779","13.56","44"
"1601","LIBIN CARDIOVASCULAR INSTITUTE OF ALBERTA","CANADA","1231","41760","33.92","41"
"1602","ASKLEPIOS KLINIK ST. GEORG","GERMANY (FED REP GER)","976","41683","42.71","45"
"1603","KYORIN UNIVERSITY","JAPAN","2330","41537","17.83","49"
"1604","DR DY PATIL VIDYAPEETH PUNE","INDIA","523","41531","79.41","32"
"1605","TEXAS A&M HEALTH SCIENCE CENTER","USA","1813","41428","22.85","26"
"1606","ISPRO ISTITUTO PER LO STUDIO, LA PREVENZIONE E LA RETE ONCOLOGICA","ITALY","499","41388","82.94","28"
"1607","THE BMJ","N/A","16","41341","2583.81","10"
"1607","ANGELES CLINIC & RESEARCH INSTITUTE","USA","221","41341","187.06","54"
"1609","VA TENNESSEE VALLEY HEALTHCARE SYSTEM","USA","1390","41327","29.73","35"
"1610","UERM MEMORIAL MEDICAL CENTER","PHILIPPINES","86","41325","480.52","18"
"1611","BEAUMONT HOSPITAL DUBLIN","IRELAND","1483","41317","27.86","39"
"1612","LUCERNE CANTONAL HOSPITAL","SWITZERLAND","2158","41282","19.13","49"
"1613","EASTERN HEALTH","AUSTRALIA","1524","41255","27.07","51"
"1614","NATL HOSP ORG","N/A","2452","41192","16.80","25"
"1615","UNIVERSITY OF GEORGIA","USA","1960","41167","21.00","24"
"1616","EIJKMAN INSTITUTE","INDONESIA","186","41163","221.31","22"
"1617","EUROPEAN UNIVERSITY OF MADRID","SPAIN","2093","41135","19.65","63"
"1618","BINZHOU MEDICAL UNIVERSITY","CHINA MAINLAND","2146","41118","19.16","26"
"1619","JOHN H STROGER JUNIOR HOSPITAL COOK COUNTY","USA","1072","41113","38.35","19"
"1620","EAST LIMBURG HOSPITAL","BELGIUM","1124","41077","36.55","57"
"1621","ASIA UNIVERSITY TAIWAN","TAIWAN","2883","41051","14.24","20"
"1622","BUDDHIST TZU CHI GENERAL HOSPITAL","TAIWAN","3192","41005","12.85","18"
"1623","WUHAN UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","995","40921","41.13","26"
"1624","ARTHRITIS RESEARCH CANADA","CANADA","437","40896","93.58","30"
"1625","DEBRE TABOR UNIV","N/A","618","40885","66.16","32"
"1626","DURBAN UNIVERSITY OF TECHNOLOGY","SOUTH AFRICA","198","40827","206.20","24"
"1627","NATIONAL INSTITUTE FOR HEALTH DEVELOPMENT - ESTONIA","ESTONIA","244","40806","167.24","28"
"1628","HOFSTRA UNIVERSITY","USA","900","40744","45.27","49"
"1629","UNIVERSITY OF DHAKA","BANGLADESH","473","40726","86.10","30"
"1630","LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER NEW ORLEANS","USA","2217","40702","18.36","38"
"1631","GIRONA UNIVERSITY HOSPITAL DR. JOSEP TRUETA","SPAIN","1517","40628","26.78","43"
"1632","IRCCS FONDAZIONE DEL PIEMONTE PER L'ONCOLOGIA","ITALY","1351","40618","30.07","57"
"1633","BRAC UNIVERSITY","BANGLADESH","294","40508","137.78","30"
"1634","UNIVERSITA DI MODENA E REGGIO EMILIA HOSPITAL","ITALY","2005","40466","20.18","39"
"1635","RIJNSTATE HOSPITAL","NETHERLANDS","1491","40412","27.10","44"
"1636","NORTH BRISTOL NHS TRUST","ENGLAND","1531","40378","26.37","55"
"1637","MEDICAL SPECTRUM TWENTE","NETHERLANDS","1449","40375","27.86","52"
"1638","KONKUK UNIVERSITY MEDICAL CENTER","SOUTH KOREA","2758","40362","14.63","20"
"1639","UNIV HUMAN DEV","N/A","63","40348","640.44","35"
"1640","GUANGDONG MEDICAL UNIVERSITY","CHINA MAINLAND","2665","40328","15.13","41"
"1641","GERMAN HEART CENTER BERLIN","GERMANY (FED REP GER)","1500","40258","26.84","59"
"1642","HOSPITAL UNIVERSITARIO VIRGEN MACARENA","SPAIN","1476","40234","27.26","59"
"1643","DEUTSCHES DIABETES-ZENTRUM (DDZ)","GERMANY (FED REP GER)","920","40216","43.71","44"
"1644","TOM BAKER CANCER CLINIC","CANADA","1124","40139","35.71","53"
"1645","LORESTAN UNIVERSITY OF MEDICAL SCIENCES","IRAN","518","39981","77.18","30"
"1646","PRINCE CHARLES HOSPITAL","AUSTRALIA","1728","39959","23.12","54"
"1647","WALTER & ELIZA HALL INSTITUTE","AUSTRALIA","1037","39950","38.52","55"
"1648","UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST","N/A","1549","39926","25.78","37"
"1649","KAGOSHIMA UNIVERSITY","JAPAN","2793","39919","14.29","26"
"1650","KING GEORGE'S MEDICAL UNIVERSITY","INDIA","1136","39724","34.97","26"
"1651","BIRMINGHAM CITY UNIVERSITY","ENGLAND","588","39690","67.50","26"
"1652","UNIV HOSP SETIF","N/A","31","39628","1278.32","26"
"1653","FEDERATION UNIVERSITY AUSTRALIA","AUSTRALIA","932","39579","42.47","36"
"1654","ALLEGHENY HEALTH NETWORK","USA","1945","39575","20.35","55"
"1654","UNIVERSITY OF SASSARI","ITALY","2103","39575","18.82","49"
"1656","UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO","BRAZIL","2596","39564","15.24","27"
"1657","DOW UNIVERSITY OF HEALTH SCIENCES","PAKISTAN","1687","39563","23.45","30"
"1658","CHARLES DARWIN UNIVERSITY","AUSTRALIA","1813","39552","21.82","28"
"1659","PONTIFICIA UNIVERSIDADE CATOLICA DO RIO GRANDE DO SUL","BRAZIL","1414","39544","27.97","45"
"1660","WOOLCOCK INSTITUTE OF MEDICAL RESEARCH","AUSTRALIA","622","39543","63.57","31"
"1661","ETHIOPIAN PUBL HLTH INST","N/A","383","39520","103.19","41"
"1662","TRI-SERVICE GENERAL HOSPITAL","TAIWAN","3417","39489","11.56","15"
"1663","MIE UNIVERSITY","JAPAN","2769","39453","14.25","18"
"1664","SOUTH CHINA UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","2745","39394","14.35","41"
"1665","LIVERPOOL HOSPITAL","AUSTRALIA","1830","39311","21.48","46"
"1666","CARMEL MEDICAL CENTER","ISRAEL","1234","39310","31.86","50"
"1667","BOSCH","GERMANY (FED REP GER)","928","39265","42.31","38"
"1668","AMSTERDAM UNIV MED CTR","N/A","1667","39252","23.55","86"
"1669","FIONA STANLEY HOSPITAL","AUSTRALIA","1873","39250","20.96","66"
"1670","ACADEMIC CENTER FOR DENTISTRY AMSTERDAM","NETHERLANDS","1773","39243","22.13","25"
"1671","UNIVERSITI PUTRA MALAYSIA","MALAYSIA","1667","39197","23.51","26"
"1672","MURDOCH UNIVERSITY","AUSTRALIA","1333","39193","29.40","38"
"1673","PERMANENTE MEDICAL GROUPS","USA","1590","39153","24.62","37"
"1674","SULTAN QABOOS UNIVERSITY","OMAN","971","39115","40.28","48"
"1675","ROBERT BOSCH KRANKENHAUS","GERMANY (FED REP GER)","905","39094","43.20","38"
"1676","INSTITUT AGRO","FRANCE","1530","39064","25.53","44"
"1677","HANGZHOU MEDICAL COLLEGE","CHINA MAINLAND","3542","39017","11.02","32"
"1678","VIRGINIA MASON MEDICAL CENTER","USA","1116","38930","34.88","42"
"1679","FOUNDATION MEDICINE","USA","692","38838","56.12","50"
"1680","UNIVERSITY OF GHANA","GHANA","1917","38837","20.26","40"
"1681","TRIBHUVAN UNIVERSITY","NEPAL","785","38819","49.45","40"
"1682","VA MED CTR","N/A","605","38804","64.14","36"
"1683","VA PITTSBURGH HEALTHCARE SYSTEM","USA","1190","38714","32.53","37"
"1684","AL AZHAR UNIVERSITY","EGYPT","2098","38692","18.44","50"
"1685","CHRISTCHURCH HOSPITAL NEW ZEALAND","NEW ZEALAND","1054","38667","36.69","46"
"1686","CNRS - INSTITUTE FOR ENGINEERING & SYSTEMS SCIENCES (INSIS)","FRANCE","2249","38628","17.18","32"
"1687","NIH DIVISION OF CANCER CONTROL & POPULATION SCIENCES","USA","729","38546","52.88","44"
"1688","AZIENDA OSPEDALIERA SAN CAMILLO-FORLANINI","ITALY","1457","38536","26.45","43"
"1689","KOC UNIVERSITY","TURKIYE","3106","38533","12.41","49"
"1690","UNIVERSITY OF DELAWARE","USA","1626","38460","23.65","25"
"1691","CEA","FRANCE","1673","38458","22.99","32"
"1692","GENERAL UNIVERSITY HOSPITAL OF ALICANTE","SPAIN","2061","38430","18.65","29"
"1693","LOUGHBOROUGH UNIVERSITY","ENGLAND","1603","38429","23.97","30"
"1694","INSTITUTE OF TROPICAL MEDICINE (ITM)","BELGIUM","808","38375","47.49","26"
"1695","WILHELMINA KINDERZIEKENHUIS","NETHERLANDS","1689","38285","22.67","28"
"1696","INSTITUT REGIONAL DU CANCER MONTPELLIER / VAL D'AURELLE (ICM)","FRANCE","1011","38276","37.86","47"
"1697","WEST VIRGINIA BUR PUBL HLTH","N/A","33","38264","1159.52","22"
"1698","LEIBNIZ INSTITUTE FOR PREVENTION RESEARCH & EPIDEMIOLOGY (BIPS)","GERMANY (FED REP GER)","547","38177","69.79","22"
"1699","DEPT VET AFFAIRS","N/A","393","38167","97.12","24"
"1700","CHUNGBUK NATIONAL UNIVERSITY HOSPITAL","SOUTH KOREA","1365","38156","27.95","45"
"1701","THE ROYAL WOMEN'S HOSPITAL","AUSTRALIA","1687","38029","22.54","33"
"1702","UNIVERSITY OF NORTH TEXAS SYSTEM","USA","1275","38022","29.82","23"
"1703","FONDAZIONE IRCCS ISTITUTO NEUROLOGICO CARLO BESTA","ITALY","842","38018","45.15","31"
"1704","UNITED NATIONS POPULAT FUND UNFPA","N/A","36","38017","1056.03","22"
"1705","MEDICAL UNIVERSITY OF BIALYSTOK","POLAND","2596","37949","14.62","29"
"1706","CHINA ACADEMY OF CHINESE MEDICAL SCIENCES","CHINA MAINLAND","3271","37939","11.60","37"
"1707","TOKUSHIMA UNIVERSITY","JAPAN","2721","37931","13.94","16"
"1708","HARVARD PILGRIM HEALTH CARE","USA","1074","37901","35.29","43"
"1709","NEPAL HLTH RES COUNCIL","N/A","114","37872","332.21","48"
"1710","UNIV HLTH & ALLIED SCI","N/A","604","37825","62.62","45"
"1711","UNIVERSITY OF DELHI","INDIA","1235","37797","30.60","33"
"1712","CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE","CANADA","1905","37748","19.82","35"
"1713","UNIVERSIDAD ICESI","COLOMBIA","506","37681","74.47","32"
"1714","UNIVERSITY OF CYPRUS","CYPRUS","734","37666","51.32","46"
"1715","PALACKY UNIVERSITY OLOMOUC","CZECH REPUBLIC","1909","37519","19.65","40"
"1716","UNIVERSITATS HERZZENTRUM FREIBURG","GERMANY (FED REP GER)","1227","37511","30.57","43"
"1717","LUDWIG BOLTZMANN INSTITUTE","AUSTRIA","1256","37497","29.85","36"
"1718","SERVICIO NAVARRO DE SALUD - OSASUNBIDEA","SPAIN","2053","37469","18.25","36"
"1719","SHIGA UNIVERSITY OF MEDICAL SCIENCE","JAPAN","2222","37450","16.85","19"
"1720","MEANDER MEDISCH CENTRUM","NETHERLANDS","882","37428","42.44","34"
"1721","ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS) JODHPUR","INDIA","854","37391","43.78","46"
"1722","UNIVERSITY OF ELECTRONIC SCIENCE & TECHNOLOGY OF CHINA","CHINA MAINLAND","4202","37381","8.90","51"
"1723","TORANOMON HOSPITAL","JAPAN","1721","37379","21.72","27"
"1724","MEDSTAR HEALTH RESEARCH INSTITUTE","USA","866","37366","43.15","34"
"1725","AICHI MEDICAL UNIVERSITY","JAPAN","2411","37351","15.49","28"
"1726","FACULTE DE MEDECINE DE TUNIS (FMT)","TUNISIA","843","37319","44.27","27"
"1727","SOROKA MEDICAL CENTER","ISRAEL","2260","37246","16.48","32"
"1728","BRIGHAM YOUNG UNIVERSITY","USA","947","37244","39.33","27"
"1729","CDC NATIONAL CENTER FOR IMMUNIZATION & RESPIRATORY DISEASES (NCIRD)","USA","869","37227","42.84","98"
"1730","NATL INST LEGAL MED MINA MINOVICI","N/A","42","37175","885.12","28"
"1731","MOUNT VERNON CANCER CENTRE","ENGLAND","605","37164","61.43","70"
"1732","WALDEN UNIVERSITY","USA","156","37122","237.96","18"
"1733","CENTRE OF POSTGRADUATE MEDICAL EDUCATION - POLAND","POLAND","1698","37093","21.85","50"
"1734","NOVO NORDISK FOUNDATION","DENMARK","892","37083","41.57","38"
"1735","LUDWIG INSTITUTE FOR CANCER RESEARCH","USA","535","37040","69.23","44"
"1736","CHUNG SHAN MEDICAL UNIVERSITY HOSPITAL","TAIWAN","2406","37034","15.39","19"
"1737","STATENS SERUM INSTITUT","DENMARK","1052","37010","35.18","38"
"1738","CTR POPULAT & HLTH","N/A","25","37006","1480.24","19"
"1739","SAMARA UNIVERSITY","ETHIOPIA","146","36958","253.14","24"
"1740","LEEDS BIOMEDICAL RESEARCH CENTRE","ENGLAND","966","36916","38.22","38"
"1741","ERASMUS UNIVERSITY ROTTERDAM - EXCL ERASMUS MC","NETHERLANDS","1475","36867","24.99","43"
"1742","UNIVERSITY OF CALIFORNIA RIVERSIDE","USA","979","36825","37.61","20"
"1743","RIKEN","JAPAN","1552","36796","23.71","24"
"1744","NEVADA DIV PUBL & BEHAV HLTH","N/A","21","36746","1749.81","17"
"1745","MAHIDOL OXFORD TROPICAL MEDICINE RESEARCH UNIT (MORU)","THAILAND","925","36665","39.64","36"
"1746","LAHEY HOSPITAL & MEDICAL CENTER","USA","1399","36655","26.20","59"
"1747","BASCOM PALMER EYE INSTITUTE","USA","1818","36614","20.14","23"
"1748","LOMONOSOV MOSCOW STATE UNIVERSITY","RUSSIA","1205","36607","30.38","26"
"1749","GERMAN CENTER FOR NEURODEGENERATIVE DISEASES (DZNE)","GERMANY (FED REP GER)","1280","36591","28.59","59"
"1750","BIRJAND UNIVERSITY OF MEDICAL SCIENCES","IRAN","639","36559","57.21","38"
"1751","GERMAN BREAST GROUP","GERMANY (FED REP GER)","336","36547","108.77","55"
"1752","UNIVERSITY OF MALAWI","MALAWI","1278","36517","28.57","26"
"1753","HENNEPIN COUNTY MEDICAL CENTER","USA","970","36484","37.61","47"
"1754","HANOI UNIVERSITY OF PUBLIC HEALTH","VIETNAM","169","36413","215.46","13"
"1755","IWATE MEDICAL UNIVERSITY","JAPAN","2098","36373","17.34","27"
"1756","ST GEORGES UNIV HOSP NHS FDN TRUST","N/A","1248","36355","29.13","53"
"1757","CHUNGNAM NATIONAL UNIVERSITY HOSPITAL","SOUTH KOREA","1622","36328","22.40","27"
"1758","INSTITUTO DANTE PAZZANESE DE CARDIOLOGIA","BRAZIL","638","36316","56.92","41"
"1759","NATIONAL CANCER INSTITUTE (INCA)","BRAZIL","847","36243","42.79","20"
"1760","UNIVERSITY OF JOS","NIGERIA","220","36183","164.47","24"
"1761","RUTGERS UNIVERSITY NEWARK","USA","1436","36159","25.18","33"
"1761","ALBERTA CHILDRENS HOSPITAL","CANADA","1481","36159","24.42","27"
"1763","CANCER RESEARCH CENTER OF HAWAII","USA","978","36142","36.96","46"
"1764","HAMAMATSU UNIVERSITY SCHOOL OF MEDICINE","JAPAN","2613","36120","13.82","24"
"1765","ISTITUTI CLINICI SCIENTIFICI MAUGERI IRCCS","ITALY","1202","36067","30.01","31"
"1766","NATIONAL CENTER FOR DISEASE CONTROL & PUBLIC HEALTH - GEORGIA","GEORGIA","122","36062","295.59","27"
"1767","LANDSPITALI NATIONAL UNIVERSITY HOSPITAL","ICELAND","1285","36007","28.02","32"
"1768","CENTRE FOR EYE RESEARCH AUSTRALIA","AUSTRALIA","1233","35960","29.16","28"
"1769","NORTH SHORE UNIVERSITY HOSPITAL","USA","1793","35944","20.05","30"
"1770","NIH NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS & STROKE (NINDS)","USA","797","35916","45.06","41"
"1771","FRAMINGHAM HEART STUDY","USA","694","35860","51.67","35"
"1772","NIH NATIONAL EYE INSTITUTE (NEI)","USA","821","35855","43.67","33"
"1773","UNIVERSITY HOSPITAL HRADEC KRALOVE","CZECH REPUBLIC","1541","35854","23.27","62"
"1774","MEDTRONIC","USA","1102","35768","32.46","46"
"1775","UNIV EMBU","N/A","45","35668","792.62","22"
"1776","OHIO UNIVERSITY","USA","1064","35623","33.48","32"
"1777","FRED & PAMELA BUFFETT CANC CTR","N/A","243","35596","146.49","83"
"1778","UNIVERSITY OF SOUTH CHINA","CHINA MAINLAND","2734","35574","13.01","38"
"1779","UNIVERSITY OF TENNESSEE KNOXVILLE","USA","1214","35551","29.28","16"
"1780","UNIVERSITY OF OVIEDO","SPAIN","1881","35526","18.89","22"
"1781","MENZIES SCHOOL OF HEALTH RESEARCH","AUSTRALIA","1418","35494","25.03","27"
"1782","GANDHI MED COLL BHOPAL","N/A","25","35458","1418.32","13"
"1783","UTKAL UNIVERSITY","INDIA","71","35448","499.27","29"
"1784","CENTRE FRANCOIS BACLESSE","FRANCE","1250","35438","28.35","45"
"1785","LUCILE PACKARD CHILDREN'S HOSPITAL (LPCH)","USA","1698","35436","20.87","28"
"1786","UNIVERSITY OF QUEBEC","CANADA","2093","35406","16.92","23"
"1787","IRCCS CASA SOLLIEVO DELLA SOFFERENZA","ITALY","1099","35316","32.13","16"
"1788","CHI CRETEIL","FRANCE","1493","35284","23.63","46"
"1789","CAROLINAS HEALTHCARE SYSTEM","USA","614","35279","57.46","33"
"1790","MILAD GEN HOSP","N/A","42","35255","839.40","31"
"1791","SAPPORO MEDICAL UNIVERSITY","JAPAN","2301","35252","15.32","26"
"1792","HAMAD BIN KHALIFA UNIVERSITY-QATAR","QATAR","552","35185","63.74","37"
"1793","INSTITUT CLAUDIUS REGAUD","FRANCE","905","35172","38.86","48"
"1794","AGROSUP DIJON","FRANCE","1377","35170","25.54","39"
"1795","TEXAS ONCOLOGY","USA","401","35137","87.62","58"
"1796","GIFU UNIVERSITY","JAPAN","2477","35099","14.17","10"
"1797","AMER HEART ASSOC","N/A","393","35095","89.30","37"
"1798","JAMES COOK UNIVERSITY HOSPITAL","ENGLAND","1055","35092","33.26","35"
"1798","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","N/A","1055","35092","33.26","35"
"1798","KAWASAKI MEDICAL SCHOOL","JAPAN","1988","35092","17.65","35"
