Indicators Results List: Institutions   Filter Results By: ResearchFields   Filter Value(s): CHEMISTRY   Show: Top
,Institutions,Countries/Regions,Web of Science Documents,Cites,Cites/Paper,Top Papers
"297","NINGBO INSTITUTE OF MATERIALS TECHNOLOGY & ENGINEERING, CAS","CHINA MAINLAND","2755","79308","28.79","64"
"298","CHINESE UNIVERSITY OF HONG KONG","HONG KONG","2325","79274","34.10","79"
"299","UNIVERSITY OF COPENHAGEN","DENMARK","3633","79253","21.81","35"
"300","HARVARD UNIVERSITY MEDICAL AFFILIATES","USA","2408","79226","32.90","46"
"301","NATIONAL INSTITUTE OF STANDARDS & TECHNOLOGY (NIST) - USA","USA","2935","79030","26.93","53"
"302","UTRECHT UNIVERSITY","NETHERLANDS","2374","78354","33.01","64"
"303","ICREA","SPAIN","2028","78174","38.55","66"
"304","STOCKHOLM UNIVERSITY","SWEDEN","2606","77909","29.90","64"
"305","UNIVERSITY OF CALIFORNIA RIVERSIDE","USA","2206","77836","35.28","62"
"306","PRES EUROPEAN UNIV BRETAGNE","N/A","3765","77616","20.62","28"
"307","WASHINGTON STATE UNIVERSITY","USA","2172","77549","35.70","56"
"308","CARNEGIE MELLON UNIVERSITY","USA","2128","77074","36.22","63"
"309","UNIVERSITE DE RENNES","FRANCE","3741","77065","20.60","28"
"310","CHINESE ACADEMY OF ENGINEERING PHYSICS","CHINA MAINLAND","3806","76622","20.13","38"
"311","UNIVERSIDADE ESTADUAL DE CAMPINAS","BRAZIL","4268","76609","17.95","26"
"312","ZHEJIANG NORMAL UNIVERSITY","CHINA MAINLAND","2761","76465","27.69","114"
"313","UNIVERSIDADE DE AVEIRO","PORTUGAL","3359","76026","22.63","30"
"314","UNIVERSITY OF WOLLONGONG","AUSTRALIA","1955","75954","38.85","102"
"315","UNIVERSITY OF TURIN","ITALY","3236","75534","23.34","42"
"316","UNIVERSITY OF COLORADO BOULDER","USA","2419","75520","31.22","54"
"317","CHANGZHOU UNIVERSITY","CHINA MAINLAND","4644","75178","16.19","45"
"318","JOHNS HOPKINS UNIVERSITY","USA","2838","75086","26.46","47"
"319","ANHUI UNIVERSITY","CHINA MAINLAND","3559","75061","21.09","82"
"320","UNIVERSITE DE LILLE","FRANCE","3974","74770","18.81","28"
"321","CNRS - INSTITUTE FOR ENGINEERING & SYSTEMS SCIENCES (INSIS)","FRANCE","3729","74761","20.05","23"
"322","UNIVERSITI TEKNOLOGI MALAYSIA","MALAYSIA","2777","74540","26.84","41"
"323","ZHEJIANG SCI-TECH UNIVERSITY","CHINA MAINLAND","4005","74366","18.57","56"
"324","SCRIPPS RESEARCH INSTITUTE","USA","1407","74213","52.75","56"
"325","RUPRECHT KARLS UNIVERSITY HEIDELBERG","GERMANY (FED REP GER)","3394","73920","21.78","37"
"326","GUANGXI UNIVERSITY","CHINA MAINLAND","4098","73219","17.87","53"
"327","TIANGONG UNIVERSITY","CHINA MAINLAND","3537","73029","20.65","37"
"328","UNIVERSITY OF MILAN","ITALY","4061","72648","17.89","23"
"329","HENAN UNIVERSITY","CHINA MAINLAND","3630","72406","19.95","60"
"330","KYUNG HEE UNIVERSITY","SOUTH KOREA","3503","71912","20.53","41"
"331","PAUL SCHERRER INSTITUTE","SWITZERLAND","2555","71784","28.10","52"
"332","UNIVERSITY OF UTAH","USA","2454","71697","29.22","48"
"333","SHANXI UNIVERSITY","CHINA MAINLAND","3497","71367","20.41","36"
"334","UNIVERSITY OF ROSTOCK","GERMANY (FED REP GER)","2765","71330","25.80","33"
"335","CHARLES UNIVERSITY PRAGUE","CZECH REPUBLIC","4584","71306","15.56","22"
"336","SAINT PETERSBURG STATE UNIVERSITY","RUSSIA","5833","71288","12.22","17"
"337","UNIVERSITY OF EDINBURGH","SCOTLAND","3000","71249","23.75","45"
"338","UNIVERSITY OF AMSTERDAM","NETHERLANDS","2594","70972","27.36","49"
"339","UNIVERSITY OF PADUA","ITALY","3887","70967","18.26","37"
"340","UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO","MEXICO","5655","70837","12.53","22"
"341","A*STAR - INSTITUTE OF MATERIALS RESEARCH & ENGINEERING (IMRE)","SINGAPORE","1216","70737","58.17","67"
"342","UNIVERSITE DE LORRAINE","FRANCE","3695","70633","19.12","22"
"343","COMPLUTENSE UNIVERSITY OF MADRID","SPAIN","3514","70614","20.10","26"
"344","LUND UNIVERSITY","SWEDEN","3064","70554","23.03","43"
"345","COMMONWEALTH SCIENTIFIC & INDUSTRIAL RESEARCH ORGANISATION (CSIRO)","AUSTRALIA","2253","70497","31.29","38"
"346","AUTONOMOUS UNIVERSITY OF BARCELONA","SPAIN","3192","70178","21.99","36"
"347","FAHRENHEIT UNIVERSITIES","POLAND","3819","70163","18.37","44"
"348","INRAE","FRANCE","3254","69856","21.47","29"
"349","QUEENSLAND UNIVERSITY OF TECHNOLOGY (QUT)","AUSTRALIA","2015","69812","34.65","72"
"350","QILU UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","3856","69689","18.07","36"
"351","RICE UNIVERSITY","USA","2022","69286","34.27","73"
"352","SOUTH CHINA NORMAL UNIVERSITY","CHINA MAINLAND","3008","69203","23.01","63"
"353","ARIZONA STATE UNIVERSITY","USA","2455","69158","28.17","42"
"354","LEIBNIZ INSTITUT FUR KATALYSE E.V. AN DER UNIVERSITAT ROSTOCK (LIKAT)","GERMANY (FED REP GER)","2326","69085","29.70","41"
"355","TIANJIN UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","2399","68709","28.64","86"
"356","HARVARD MEDICAL SCHOOL","USA","2049","68543","33.45","44"
"357","CHINESE ACADEMY OF AGRICULTURAL SCIENCES","CHINA MAINLAND","3936","68537","17.41","22"
"358","OCEAN UNIVERSITY OF CHINA","CHINA MAINLAND","3421","68450","20.01","36"
"359","ECOLE NATIONALE SUPERIEURE DE CHIMIE DE MONTPELLIER","FRANCE","2917","68350","23.43","44"
"360","UNIVERSITY OF LIVERPOOL","ENGLAND","2307","68281","29.60","51"
"361","UNIVERSITY OF FLORENCE","ITALY","3432","68200","19.87","22"
"362","YEUNGNAM UNIVERSITY","SOUTH KOREA","3391","68005","20.05","44"
"363","INDIAN INSTITUTE OF TECHNOLOGY (IIT) - BOMBAY","INDIA","3867","67458","17.44","20"
"364","ARIZONA STATE UNIVERSITY-TEMPE","USA","2358","67240","28.52","41"
"365","ROYAL MELBOURNE INSTITUTE OF TECHNOLOGY (RMIT)","AUSTRALIA","2445","67154","27.47","62"
"366","CSIR - NATIONAL CHEMICAL LABORATORY (NCL)","INDIA","2941","67111","22.82","33"
"367","JOHANNES GUTENBERG UNIVERSITY OF MAINZ","GERMANY (FED REP GER)","2851","66958","23.49","39"
"368","UNIVERSITY OF VIENNA","AUSTRIA","2916","66605","22.84","46"
"369","UNIVERSITY OF NOTTINGHAM","ENGLAND","2678","66401","24.79","32"
"370","KUNMING UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","4567","66392","14.54","48"
"371","BASQUE FOUNDATION FOR SCIENCE","SPAIN","2503","66330","26.50","41"
"372","LEIDEN UNIVERSITY","NETHERLANDS","2290","66314","28.96","59"
"373","BHABHA ATOMIC RESEARCH CENTER (BARC)","INDIA","4719","66154","14.02","16"
"374","STONY BROOK UNIVERSITY","USA","1841","66048","35.88","48"
"375","UNIVERSITY OF BONN","GERMANY (FED REP GER)","2451","65864","26.87","38"
"376","MINIST EDUC","N/A","3969","65734","16.56","21"
"377","UNIVERSITY AT BUFFALO, SUNY","USA","1889","65723","34.79","65"
"378","AUTONOMOUS UNIVERSITY OF MADRID","SPAIN","2918","65672","22.51","35"
"379","JAGIELLONIAN UNIVERSITY","POLAND","4014","65595","16.34","25"
"380","SHAANXI UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","3116","65562","21.04","65"
"381","NINGBO UNIVERSITY","CHINA MAINLAND","3922","65457","16.69","24"
"382","EWHA WOMANS UNIVERSITY","SOUTH KOREA","1829","65402","35.76","66"
"383","HEFEI UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","3392","65254","19.24","25"
"384","UNIVERSITY OF ANTWERP","BELGIUM","2253","65012","28.86","40"
"385","UNIVERSITY OF REGENSBURG","GERMANY (FED REP GER)","2300","64998","28.26","35"
"386","ISTITUTO ITALIANO DI TECNOLOGIA - IIT","ITALY","2120","64952","30.64","34"
"387","KING KHALID UNIVERSITY","SAUDI ARABIA","4790","64577","13.48","78"
"388","LEIDEN UNIVERSITY - EXCL LUMC","NETHERLANDS","2191","64503","29.44","59"
"389","SHANGHAI INSTITUTE OF CERAMICS, CAS","CHINA MAINLAND","1662","64219","38.64","76"
"390","UNIVERSITE FEDERALE TOULOUSE MIDI-PYRENEES (COMUE)","FRANCE","3156","64144","20.32","15"
"391","JIANGXI NORMAL UNIVERSITY","CHINA MAINLAND","2595","63849","24.60","43"
"392","CARDIFF UNIVERSITY","WALES","2492","63785","25.60","38"
"393","NOVOSIBIRSK STATE UNIVERSITY","RUSSIA","4726","63738","13.49","16"
"394","NATIONAL TSING HUA UNIVERSITY","TAIWAN","3085","63716","20.65","40"
"395","FLORIDA STATE UNIVERSITY","USA","2245","63636","28.35","47"
"396","VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY","USA","2162","63586","29.41","47"
"397","UNIVERSITY OF PISA","ITALY","3215","63465","19.74","24"
"398","CHINA AGRICULTURAL UNIVERSITY","CHINA MAINLAND","3270","63238","19.34","19"
"399","TARBIAT MODARES UNIVERSITY","IRAN","2898","63058","21.76","28"
"400","UNIVERSITI SAINS MALAYSIA","MALAYSIA","3028","62943","20.79","30"
"401","IOWA STATE UNIVERSITY","USA","2605","62898","24.15","27"
"402","PUSAN NATIONAL UNIVERSITY","SOUTH KOREA","3382","62823","18.58","16"
"403","CIBER - CENTRO DE INVESTIGACION BIOMEDICA EN RED","SPAIN","2859","62761","21.95","32"
"404","FRITZ HABER INSTITUTE OF THE MAX PLANCK SOCIETY","GERMANY (FED REP GER)","1343","62721","46.70","64"
"405","INDIAN INSTITUTE OF TECHNOLOGY (IIT) - KHARAGPUR","INDIA","3466","62702","18.09","20"
"406","XIANGTAN UNIVERSITY","CHINA MAINLAND","3120","62687","20.09","24"
"407","INDIAN INSTITUTE OF TECHNOLOGY (IIT) - MADRAS","INDIA","3752","62409","16.63","21"
"408","AARHUS UNIVERSITY","DENMARK","2927","62271","21.27","28"
"409","QUAID I AZAM UNIVERSITY","PAKISTAN","2687","61967","23.06","23"
"410","SOUTHWEST PETROLEUM UNIVERSITY","CHINA MAINLAND","3518","61966","17.61","29"
"411","NATIONAL YANG MING CHIAO TUNG UNIVERSITY","TAIWAN","3508","61683","17.58","51"
"412","COLLABORATIVE INNOVATION CENTER OF ADVANCED MICROSTRUCTURES (CICAM)","CHINA MAINLAND","1851","61479","33.21","74"
"413","INSTITUTE OF CHEMICAL RESEARCH OF CATALONIA","SPAIN","1314","61418","46.74","47"
"414","COMSATS UNIVERSITY ISLAMABAD (CUI)","PAKISTAN","3039","61277","20.16","18"
"415","UNIVERSITY OF NOTRE DAME","USA","2137","61245","28.66","28"
"416","SHANGHAI ADVANCED RESEARCH INSTITUTE, CAS","CHINA MAINLAND","1937","61214","31.60","103"
"417","UNIV NANTES ANGERS LE MANS","N/A","3059","60914","19.91","24"
"418","UNIVERSITI PUTRA MALAYSIA","MALAYSIA","2455","60540","24.66","31"
"419","UNIVERSITAT D'ALACANT","SPAIN","1887","60538","32.08","21"
"420","TECHNION ISRAEL INSTITUTE OF TECHNOLOGY","ISRAEL","2285","60503","26.48","42"
"421","SCIENCE & TECHNOLOGY FACILITIES COUNCIL (STFC)","ENGLAND","2673","60262","22.54","38"
"422","SOUTH CHINA AGRICULTURAL UNIVERSITY","CHINA MAINLAND","2403","60102","25.01","43"
"423","NEW YORK UNIVERSITY","USA","1966","60065","30.55","43"
"424","UNIVERSITY OF CALGARY","CANADA","2397","59920","25.00","44"
"425","UNIVERSITY OF SOUTHAMPTON","ENGLAND","2415","59882","24.80","32"
"426","LOS ALAMOS NATIONAL LABORATORY","USA","2366","59873","25.31","40"
"427","UNIVERSITY OF WURZBURG","GERMANY (FED REP GER)","2422","59724","24.66","29"
"428","NATIONAL RENEWABLE ENERGY LABORATORY - USA","USA","1231","59596","48.41","52"
"429","AALTO UNIVERSITY","FINLAND","2391","59449","24.86","32"
"430","HUMBOLDT UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","2796","59034","21.11","31"
"431","WUHAN INSTITUTE OF TECHNOLOGY","CHINA MAINLAND","2879","59002","20.49","42"
"432","CHULALONGKORN UNIVERSITY","THAILAND","3113","58924","18.93","23"
"433","UNIVERSITY OF MISSOURI SYSTEM","USA","2703","58826","21.76","31"
"434","UNIVERSITY OF LEEDS","ENGLAND","2701","58395","21.62","21"
"435","HUBEI UNIVERSITY","CHINA MAINLAND","2531","58378","23.07","35"
"436","CHONNAM NATIONAL UNIVERSITY","SOUTH KOREA","2807","58197","20.73","20"
"437","PALACKY UNIVERSITY OLOMOUC","CZECH REPUBLIC","2104","57990","27.56","43"
"438","CASE WESTERN RESERVE UNIVERSITY","USA","1639","57905","35.33","48"
"439","EMORY UNIVERSITY","USA","1774","57763","32.56","43"
"440","WEIZMANN INSTITUTE OF SCIENCE","ISRAEL","1803","57642","31.97","38"
"441","UNIVERSITY OF BASEL","SWITZERLAND","2176","57624","26.48","33"
"442","HEBEI UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","3383","57613","17.03","52"
"443","MICHIGAN STATE UNIVERSITY","USA","2438","57561","23.61","38"
"444","UNIVERSITY OF DELHI","INDIA","3238","57509","17.76","28"
"445","NORMANDIE UNIV","N/A","2934","57494","19.60","22"
"446","ACADEMIA SINICA - TAIWAN","TAIWAN","2872","57478","20.01","27"
"447","INSTITUTE OF METAL RESEARCH, CAS","CHINA MAINLAND","1425","57471","40.33","67"
"448","INHA UNIVERSITY","SOUTH KOREA","2346","57444","24.49","32"
"449","DUKE UNIVERSITY","USA","1668","57320","34.36","45"
"450","HEILONGJIANG UNIVERSITY","CHINA MAINLAND","2069","57197","27.64","45"
"451","UNIVERSITY OF JOHANNESBURG","SOUTH AFRICA","2301","57097","24.81","48"
"452","STFC RUTHERFORD APPLETON LABORATORY","ENGLAND","2582","56728","21.97","37"
"453","CSIR - INDIAN INSTITUTE OF CHEMICAL TECHNOLOGY (IICT)","INDIA","3462","56656","16.37","7"
"454","KYUNGPOOK NATIONAL UNIVERSITY (KNU)","SOUTH KOREA","3078","56469","18.35","29"
"455","CHALMERS UNIVERSITY OF TECHNOLOGY","SWEDEN","2388","56248","23.55","24"
"456","UNIVERSITY OF FREIBURG","GERMANY (FED REP GER)","2613","56106","21.47","29"
"457","UNIVERSITY OF NEBRASKA SYSTEM","USA","1828","55974","30.62","40"
"458","TEHRAN UNIVERSITY OF MEDICAL SCIENCES","IRAN","2348","55941","23.82","18"
"459","FRIEDRICH SCHILLER UNIVERSITY OF JENA","GERMANY (FED REP GER)","2774","55868","20.14","20"
"460","UNIVERSITY OF BIRMINGHAM","ENGLAND","2593","55827","21.53","38"
"461","UNIVERSITY OF ZURICH","SWITZERLAND","2155","55738","25.86","40"
"462","NANJING UNIVERSITY OF POSTS & TELECOMMUNICATIONS","CHINA MAINLAND","2432","55663","22.89","61"
"463","UNIVERSITY OF OTTAWA","CANADA","2273","55659","24.49","27"
"464","GUIZHOU UNIVERSITY","CHINA MAINLAND","3937","55549","14.11","36"
"465","SHINSHU UNIVERSITY","JAPAN","1780","55323","31.08","30"
"466","GUANGZHOU UNIVERSITY","CHINA MAINLAND","2080","55213","26.54","72"
"467","UNIVERSITY OF TECHNOLOGY SYDNEY","AUSTRALIA","1721","54950","31.93","48"
"468","UNIVERSITY OF MASSACHUSETTS AMHERST","USA","1750","54917","31.38","41"
"469","JEONBUK NATIONAL UNIVERSITY","SOUTH KOREA","2340","54897","23.46","27"
"470","UNIVERSITY OF HOUSTON SYSTEM","USA","2096","54873","26.18","31"
"471","UNIVERSITY OF HOUSTON","USA","2095","54848","26.18","31"
"472","UNIVERSITY OF SHEFFIELD","ENGLAND","2235","54832","24.53","34"
"473","CHINESE ACADEMY OF MEDICAL SCIENCES - PEKING UNION MEDICAL COLLEGE","CHINA MAINLAND","3670","54752","14.92","15"
"474","QUFU NORMAL UNIVERSITY","CHINA MAINLAND","2183","54697","25.06","29"
"475","UNIVERSITY OF ILLINOIS CHICAGO","USA","1829","54581","29.84","43"
"476","INDIAN INSTITUTE OF TECHNOLOGY (IIT) - ROORKEE","INDIA","2474","54327","21.96","16"
"477","AMIRKABIR UNIVERSITY OF TECHNOLOGY","IRAN","2844","54301","19.09","13"
"478","MINISTRY OF EDUCATION & SCIENCE OF UKRAINE","UKRAINE","5059","54137","10.70","24"
"479","UNIVERSITY OF SOUTHERN CALIFORNIA","USA","2008","53986","26.89","24"
"480","UNIVERSITY OF SOUTH FLORIDA","USA","1624","53948","33.22","40"
"481","CALIFORNIA STATE UNIVERSITY SYSTEM","USA","2057","53913","26.21","50"
"482","NORWEGIAN UNIVERSITY OF SCIENCE & TECHNOLOGY (NTNU)","NORWAY","2614","53805","20.58","21"
"483","UNIVERSITY OF TABRIZ","IRAN","2393","53787","22.48","20"
"484","UNIVERSIDADE ESTADUAL PAULISTA","BRAZIL","3184","53767","16.89","17"
"485","UNIVERSITY OF ZARAGOZA","SPAIN","2661","53492","20.10","22"
"486","SHANGHAI INSTITUTE OF MATERIA MEDICA, CAS","CHINA MAINLAND","2576","53463","20.75","16"
"487","POLYTECHNIC UNIVERSITY OF MILAN","ITALY","2736","53109","19.41","19"
"488","HEBREW UNIVERSITY OF JERUSALEM","ISRAEL","2246","53089","23.64","30"
"489","UNIVERSITY OF SHANGHAI FOR SCIENCE & TECHNOLOGY","CHINA MAINLAND","2722","52909","19.44","80"
"490","UNIVERSITY OF BELGRADE","SERBIA","4440","52902","11.91","18"
"491","RESEARCH CENTER FOR ECO-ENVIRONMENTAL SCIENCES (RCEES), CAS","CHINA MAINLAND","1623","52779","32.52","40"
"492","TECHNISCHE UNIVERSITAT WIEN","AUSTRIA","2451","52758","21.53","29"
"493","BEIJING FORESTRY UNIVERSITY","CHINA MAINLAND","1931","52544","27.21","24"
"494","VELLORE INSTITUTE OF TECHNOLOGY (VIT)","INDIA","3430","52522","15.31","28"
"495","QUEENS UNIVERSITY BELFAST","NORTHERN IRELAND","1876","52490","27.98","60"
"496","KHALIFA UNIVERSITY OF SCIENCE & TECHNOLOGY","UNITED ARAB EMIRATES","1818","52268","28.75","40"
"497","ANHUI NORMAL UNIVERSITY","CHINA MAINLAND","2286","52161","22.82","57"
"498","NORTHWEST NORMAL UNIVERSITY - CHINA","CHINA MAINLAND","2745","52087","18.98","18"
"499","UNIVERSITY OF GLASGOW","SCOTLAND","2036","51979","25.53","29"
"500","UNIVERSITY OF ILLINOIS CHICAGO HOSPITAL","USA","1778","51824","29.15","39"
"501","NANJING UNIVERSITY OF AERONAUTICS & ASTRONAUTICS","CHINA MAINLAND","2322","51706","22.27","52"
"502","UNIVERSITY OF SASKATCHEWAN","CANADA","1829","51592","28.21","58"
"503","SOUTHWEST UNIVERSITY OF SCIENCE & TECHNOLOGY - CHINA","CHINA MAINLAND","2624","51487","19.62","50"
"504","UNIV TOWN SHENZHEN","N/A","1505","51425","34.17","74"
"505","TSINGHUA SHENZHEN INTERNATIONAL GRADUATE SCHOOL","CHINA MAINLAND","1504","51421","34.19","74"
"506","UNIVERSITY OF TWENTE","NETHERLANDS","2090","51420","24.60","21"
"507","ASTRAZENECA","ENGLAND","1867","51382","27.52","31"
"508","NORTHWEST A&F UNIVERSITY - CHINA","CHINA MAINLAND","2601","51300","19.72","13"
"509","JIANGSU UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","2435","51224","21.04","43"
"510","NORTH CHINA ELECTRIC POWER UNIVERSITY","CHINA MAINLAND","2282","51172","22.42","52"
"511","INDIAN INSTITUTE OF TECHNOLOGY (IIT) - GUWAHATI","INDIA","2953","51154","17.32","10"
"512","UNIVERSIDADE FEDERAL DE SAO CARLOS","BRAZIL","2756","50978","18.50","19"
"513","UNIVERSITY OF GENEVA","SWITZERLAND","2093","50863","24.30","21"
"514","UNIVERSITI KEBANGSAAN MALAYSIA","MALAYSIA","2529","50766","20.07","36"
"515","INDIAN INSTITUTE OF TECHNOLOGY (IIT) - DELHI","INDIA","3088","50746","16.43","6"
"516","UNIVERSITY OF CONNECTICUT","USA","1719","50738","29.52","33"
"517","UNIVERSITY OF AUCKLAND","NEW ZEALAND","1913","50719","26.51","68"
"518","UNIVERSITY OF HAMBURG","GERMANY (FED REP GER)","2381","50678","21.28","31"
"519","SHARIF UNIVERSITY OF TECHNOLOGY","IRAN","2271","50671","22.31","23"
"520","UNIVERSITY OF STUTTGART","GERMANY (FED REP GER)","2687","50523","18.80","22"
"521","INDIAN INSTITUTE OF TECHNOLOGY (IIT) - KANPUR","INDIA","2668","50509","18.93","17"
"522","UNIVERSITY OF YORK - UK","ENGLAND","1850","50442","27.27","24"
"523","QATAR UNIVERSITY","QATAR","1807","50272","27.82","31"
"524","UNIVERSITY OF SOUTH CAROLINA COLUMBIA","USA","1795","50266","28.00","31"
"524","UNIVERSITY OF SOUTH CAROLINA SYSTEM","USA","1795","50266","28.00","31"
"526","LIAOCHENG UNIVERSITY","CHINA MAINLAND","2884","50209","17.41","32"
"527","COLORADO STATE UNIVERSITY SYSTEM","USA","1622","49982","30.82","38"
"528","UNIVERSIDADE DE COIMBRA","PORTUGAL","2766","49974","18.07","24"
"529","UNIVERSITY OF HELSINKI","FINLAND","2316","49967","21.57","26"
"530","COLORADO STATE UNIVERSITY FORT COLLINS","USA","1612","49924","30.97","38"
"531","KOREA RESEARCH INSTITUTE OF CHEMICAL TECHNOLOGY (KRICT)","SOUTH KOREA","2067","49923","24.15","18"
"532","UNIVERSIDADE NOVA DE LISBOA","PORTUGAL","2461","49823","20.25","30"
"533","AL AZHAR UNIVERSITY","EGYPT","2830","49741","17.58","31"
"534","BANARAS HINDU UNIVERSITY (BHU)","INDIA","2650","49599","18.72","11"
"535","GRIFFITH UNIVERSITY","AUSTRALIA","1311","49533","37.78","51"
"536","INDIAN ASSOCIATION FOR THE CULTIVATION OF SCIENCE (IACS) - JADAVPUR","INDIA","2337","49477","21.17","12"
"537","HAINAN UNIVERSITY","CHINA MAINLAND","2773","49467","17.84","58"
"538","HUAZHONG AGRICULTURAL UNIVERSITY","CHINA MAINLAND","2011","49379","24.55","33"
"539","KONKUK UNIVERSITY","SOUTH KOREA","2241","49373","22.03","22"
"540","TIANJIN UNIVERSITY SCIENCE & TECHNOLOGY","CHINA MAINLAND","2419","49273","20.37","32"
"541","PHILIPPS UNIVERSITY MARBURG","GERMANY (FED REP GER)","2060","49269","23.92","23"
"542","WESTERN UNIVERSITY (UNIVERSITY OF WESTERN ONTARIO)","CANADA","2132","49261","23.11","38"
"543","FRAUNHOFER GESELLSCHAFT","GERMANY (FED REP GER)","2567","48807","19.01","22"
"544","ULM UNIVERSITY","GERMANY (FED REP GER)","2025","48740","24.07","28"
"545","UNIVERSITY OF CHEMISTRY & TECHNOLOGY, PRAGUE","CZECH REPUBLIC","3026","48665","16.08","14"
"546","MANSOURA UNIVERSITY","EGYPT","3192","48581","15.22","8"
"547","NATIONAL TAIPEI UNIVERSITY OF TECHNOLOGY","TAIWAN","2266","48446","21.38","12"
"548","UNIVERSITY OF WARSAW","POLAND","3273","48340","14.77","17"
"549","IRAN UNIVERSITY SCIENCE & TECHNOLOGY","IRAN","2257","48186","21.35","19"
"550","JADAVPUR UNIVERSITY","INDIA","2782","48018","17.26","13"
"551","MCMASTER UNIVERSITY","CANADA","2104","47894","22.76","21"
"552","MERCK & COMPANY","USA","1686","47888","28.40","42"
"553","UNIVERSITE DE MONTREAL","CANADA","2396","47814","19.96","24"
"554","UNIVERSITY OF PAVIA","ITALY","2120","47788","22.54","32"
"555","UNIVERSITY OF SCIENCE & TECHNOLOGY (UST)","SOUTH KOREA","2391","47715","19.96","15"
"556","DEAKIN UNIVERSITY","AUSTRALIA","1817","47610","26.20","32"
"557","AUSTRALIAN NATIONAL UNIVERSITY","AUSTRALIA","1933","47525","24.59","44"
"558","UNIVERSITY OF DUISBURG ESSEN","GERMANY (FED REP GER)","2233","47424","21.24","23"
"559","PAYAME NOOR UNIVERSITY","IRAN","2617","47394","18.11","3"
"560","UNIVERSITY OF PERUGIA","ITALY","2249","47289","21.03","15"
"561","FUJIAN NORMAL UNIVERSITY","CHINA MAINLAND","2581","47143","18.27","46"
"562","UNIVERSITY OF NEBRASKA LINCOLN","USA","1342","47105","35.10","34"
"563","UNIVERSITY OF SEVILLA","SPAIN","2554","47051","18.42","18"
"564","ZELINSKY INSTITUTE OF ORGANIC CHEMISTRY","RUSSIA","3978","46872","11.78","17"
"565","UNIVERSIDADE DE SANTIAGO DE COMPOSTELA","SPAIN","2436","46820","19.22","11"
"566","UNIVERSITY OF ALABAMA SYSTEM","USA","2079","46814","22.52","33"
"567","UNIVERSITY OF TSUKUBA","JAPAN","2954","46803","15.84","18"
"568","TON DUC THANG UNIVERSITY","VIETNAM","1534","46800","30.51","21"
"569","NORTHEAST FORESTRY UNIVERSITY - CHINA","CHINA MAINLAND","2163","46787","21.63","30"
"570","RADBOUD UNIVERSITY NIJMEGEN","NETHERLANDS","1969","46733","23.73","29"
"571","QINGDAO INSTITUTE OF BIOENERGY & BIOPROCESS TECHNOLOGY, CAS","CHINA MAINLAND","1667","46513","27.90","37"
"572","VIT VELLORE","INDIA","2939","46477","15.81","26"
"573","ISFAHAN UNIVERSITY OF TECHNOLOGY","IRAN","2182","46346","21.24","12"
"574","WENZHOU UNIVERSITY","CHINA MAINLAND","2027","46164","22.77","62"
"575","EUROPEAN SYNCHROTRON RADIATION FACILITY (ESRF)","FRANCE","2040","46011","22.55","18"
"576","HUN-REN","HUNGARY","3094","45947","14.85","14"
"577","BASF","GERMANY (FED REP GER)","1401","45564","32.52","33"
"578","NATIONAL TAIWAN UNIVERSITY OF SCIENCE & TECHNOLOGY","TAIWAN","2092","45507","21.75","22"
"579","INSTITUTE OF CHEMICAL TECHNOLOGY - MUMBAI","INDIA","2466","45492","18.45","13"
"580","HARBIN ENGINEERING UNIVERSITY","CHINA MAINLAND","2346","45367","19.34","21"
"581","PFIZER","USA","1326","45256","34.13","36"
"582","DIAMOND LIGHT SOURCE","ENGLAND","1463","45222","30.91","38"
"583","GDANSK UNIVERSITY OF TECHNOLOGY","POLAND","2147","45204","21.05","30"
"584","ARISTOTLE UNIVERSITY OF THESSALONIKI","GREECE","2347","45109","19.22","20"
"585","DORTMUND UNIVERSITY OF TECHNOLOGY","GERMANY (FED REP GER)","2455","45015","18.34","15"
"586","UNIVERSITY OF GRANADA","SPAIN","2410","44696","18.55","13"
"587","DURHAM UNIVERSITY","ENGLAND","1661","44520","26.80","30"
"588","UNIVERSITY OF STRATHCLYDE","SCOTLAND","1910","44516","23.31","25"
"589","PEKING UNION MEDICAL COLLEGE","CHINA MAINLAND","3062","44497","14.53","8"
"590","INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE","FRANCE","2163","44484","20.57","13"
"591","UNIVERSITY OF VIRGINIA","USA","1781","44357","24.91","23"
"592","UNIVERSITY OF ST ANDREWS","SCOTLAND","1768","44039","24.91","24"
"593","UNIVERSITY OF MILANO-BICOCCA","ITALY","1775","43912","24.74","22"
"594","SINOPEC","CHINA MAINLAND","2889","43804","15.16","26"
"595","SWISS FEDERAL LABORATORIES FOR MATERIALS SCIENCE & TECHNOLOGY (EMPA)","SWITZERLAND","1337","43758","32.73","25"
