Indicators Results List: Institutions   Filter Results By: ResearchFields   Filter Value(s): COMPUTER SCIENCE   Show: Top
,Institutions,Countries/Regions,Web of Science Documents,Cites,Cites/Paper,Top Papers
"308","UTAH SYSTEM OF HIGHER EDUCATION","USA","1135","15586","13.73","4"
"309","INTEL CORPORATION","USA","1002","15532","15.50","12"
"310","UNIVERSITY OF AUCKLAND","NEW ZEALAND","940","15501","16.49","27"
"311","UNIVERSITE DE TOULOUSE","FRANCE","1315","15473","11.77","8"
"312","ANNA UNIVERSITY","INDIA","1664","15345","9.22","8"
"313","UNIVERSITY OF NAPLES FEDERICO II","ITALY","980","15257","15.57","10"
"314","JOHNS HOPKINS UNIVERSITY","USA","843","15215","18.05","15"
"315","UNIVERSITY OF NEWCASTLE","AUSTRALIA","555","15185","27.36","13"
"316","UNIVERSITY OF LIVERPOOL","ENGLAND","1004","15142","15.08","11"
"317","ECOLE DE TECHNOLOGIE SUPERIEURE - CANADA","CANADA","807","15131","18.75","14"
"318","SOOCHOW UNIVERSITY - CHINA","CHINA MAINLAND","1337","15088","11.28","9"
"319","ZAGAZIG UNIVERSITY","EGYPT","568","14951","26.32","12"
"320","ERICSSON","SWEDEN","753","14945","19.85","14"
"321","KHALIFA UNIVERSITY OF SCIENCE & TECHNOLOGY","UNITED ARAB EMIRATES","929","14875","16.01","19"
"322","SINGAPORE UNIVERSITY OF SOCIAL SCIENCES (SUSS)","SINGAPORE","191","14871","77.86","22"
"323","CNRS - INSTITUTE FOR INFORMATION SCIENCES & TECHNOLOGIES (INS2I)","FRANCE","1565","14832","9.48","8"
"324","UNIV LYON COMUE","N/A","1445","14809","10.25","7"
"325","NATIONAL UNIVERSITY OF SCIENCES & TECHNOLOGY - PAKISTAN","PAKISTAN","1081","14804","13.69","11"
"326","NORTH CAROLINA STATE UNIVERSITY","USA","1087","14729","13.55","10"
"327","SHAANXI NORMAL UNIVERSITY","CHINA MAINLAND","1010","14617","14.47","10"
"328","JIANGNAN UNIVERSITY","CHINA MAINLAND","1193","14605","12.24","18"
"329","UNIVERSITY OF LEICESTER","ENGLAND","776","14554","18.76","18"
"330","UNIVERSIDADE DE LISBOA","PORTUGAL","1200","14535","12.11","9"
"331","NORTHEASTERN UNIVERSITY","USA","1035","14532","14.04","11"
"332","MCGILL UNIVERSITY","CANADA","988","14466","14.64","11"
"333","NATIONAL YANG MING CHIAO TUNG UNIVERSITY","TAIWAN","1528","14435","9.45","4"
"334","PRES EUROPEAN UNIV BRETAGNE","N/A","1238","14337","11.58","7"
"335","KING FAHD UNIVERSITY OF PETROLEUM & MINERALS","SAUDI ARABIA","831","14273","17.18","22"
"336","UNIVERSITY OF SHANGHAI FOR SCIENCE & TECHNOLOGY","CHINA MAINLAND","949","14255","15.02","15"
"337","UNIVERSITY OF GLASGOW","SCOTLAND","885","14200","16.05","16"
"338","HAMAD BIN KHALIFA UNIVERSITY-QATAR","QATAR","656","14143","21.56","14"
"339","VICTORIA UNIVERSITY WELLINGTON","NEW ZEALAND","565","14064","24.89","23"
"340","STELLENBOSCH UNIVERSITY","SOUTH AFRICA","184","14035","76.28","3"
"341","RADBOUD UNIVERSITY NIJMEGEN","NETHERLANDS","495","14007","28.30","11"
"342","UNIVERSITY OF ESSEX","ENGLAND","786","13992","17.80","11"
"343","UNIVERSITY OF PITTSBURGH","USA","927","13912","15.01","6"
"344","CHALMERS UNIVERSITY OF TECHNOLOGY","SWEDEN","1038","13908","13.40","11"
"345","SHANGHAI MARITIME UNIVERSITY","CHINA MAINLAND","864","13896","16.08","23"
"346","HUAQIAO UNIVERSITY","CHINA MAINLAND","738","13885","18.81","7"
"347","UNIVERSITY AT BUFFALO, SUNY","USA","818","13883","16.97","8"
"348","UNIVERSITY OF TOKYO","JAPAN","1428","13826","9.68","10"
"349","UNIVERSITE DE RENNES","FRANCE","1210","13756","11.37","7"
"350","INDIAN INSTITUTE OF TECHNOLOGY (INDIAN SCHOOL OF MINES) DHANBAD","INDIA","776","13644","17.58","10"
"351","UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","516","13641","26.44","17"
"352","JIANGSU UNIVERSITY","CHINA MAINLAND","1071","13640","12.74","9"
"353","IRAN UNIVERSITY SCIENCE & TECHNOLOGY","IRAN","1050","13635","12.99","9"
"354","POLYTECHNIC UNIVERSITY OF TURIN","ITALY","1141","13624","11.94","13"
"355","NORTHWESTERN UNIVERSITY","USA","790","13617","17.24","13"
"356","UNIVERSIDAD DE JAEN","SPAIN","443","13585","30.67","8"
"357","UNIVERSITY OF QUEBEC MONTREAL","CANADA","720","13583","18.87","8"
"358","UNIVERSITY OF AMSTERDAM","NETHERLANDS","988","13571","13.74","12"
"359","TALLINN UNIVERSITY OF TECHNOLOGY","ESTONIA","197","13566","68.86","1"
"360","LOUGHBOROUGH UNIVERSITY","ENGLAND","631","13547","21.47","15"
"361","TAMPERE UNIVERSITY","FINLAND","813","13546","16.66","7"
"362","ISTANBUL TECHNICAL UNIVERSITY","TURKIYE","773","13517","17.49","14"
"363","BEN-GURION UNIVERSITY OF THE NEGEV","ISRAEL","1074","13514","12.58","18"
"364","BEIJING NORMAL UNIVERSITY","CHINA MAINLAND","1135","13499","11.89","16"
"365","MEMORIAL UNIVERSITY NEWFOUNDLAND","CANADA","599","13399","22.37","21"
"366","STONY BROOK UNIVERSITY","USA","876","13369","15.26","13"
"367","QILU UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","1050","13344","12.71","24"
"368","CAIRO UNIVERSITY","EGYPT","708","13332","18.83","14"
"369","LA TROBE UNIVERSITY","AUSTRALIA","695","13285","19.12","13"
"370","UNIVERSITY OF OSAKA","JAPAN","932","13260","14.23","3"
"371","UNIVERSITE PSL","FRANCE","779","13231","16.98","10"
"372","YANSHAN UNIVERSITY","CHINA MAINLAND","1174","13210","11.25","4"
"373","PURPLE MOUNTAIN LABORATORIES","CHINA MAINLAND","1005","13196","13.13","26"
"374","MANCHESTER METROPOLITAN UNIVERSITY","ENGLAND","446","13134","29.45","16"
"375","UNIVERSITY OF CALABRIA","ITALY","722","13064","18.09","12"
"376","VICTORIA UNIVERSITY","AUSTRALIA","331","13027","39.36","12"
"377","NORTH CHINA ELECTRIC POWER UNIVERSITY","CHINA MAINLAND","764","12929","16.92","10"
"378","UNIVERSITY OF VICTORIA","CANADA","780","12925","16.57","8"
"379","INTERUNIVERSITY MICROELECTRONICS CENTRE","BELGIUM","921","12885","13.99","7"
"380","HARVARD UNIVERSITY MEDICAL AFFILIATES","USA","747","12872","17.23","14"
"381","UNIVERSITY OF KENTUCKY","USA","535","12859","24.04","12"
"382","INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM)","FRANCE","823","12851","15.61","9"
"383","UNIVERSITY OF NORTH CAROLINA CHAPEL HILL","USA","685","12843","18.75","7"
"384","GRIFFITH COLL","N/A","6","12798","2133.00","3"
"385","UNIVERSITY COLLEGE DUBLIN","IRELAND","752","12752","16.96","18"
"386","SIMON FRASER UNIVERSITY","CANADA","846","12738","15.06","14"
"387","HANYANG UNIVERSITY","SOUTH KOREA","1187","12712","10.71","14"
"388","MICROSOFT CHINA","CHINA MAINLAND","520","12700","24.42","22"
"389","SAMSUNG","SOUTH KOREA","874","12697","14.53","8"
"390","LULEA UNIVERSITY OF TECHNOLOGY","SWEDEN","319","12653","39.66","18"
"391","OCEAN UNIVERSITY OF CHINA","CHINA MAINLAND","793","12641","15.94","12"
"392","TECHNICAL UNIVERSITY OF DARMSTADT","GERMANY (FED REP GER)","916","12638","13.80","5"
"393","COMMUNAUTE UNIVERSITE GRENOBLE ALPES","FRANCE","1232","12622","10.25","10"
"394","HONG KONG BAPTIST UNIVERSITY","HONG KONG","655","12609","19.25","12"
"395","US DEPT HLTH HUMAN SERVICES","N/A","547","12598","23.03","15"
"396","CNRS - INSTITUTE FOR ENGINEERING & SYSTEMS SCIENCES (INSIS)","FRANCE","943","12545","13.30","5"
"397","UNIVERSITY OF SEVILLA","SPAIN","953","12526","13.14","3"
"398","YEUNGNAM UNIVERSITY","SOUTH KOREA","678","12524","18.47","6"
"399","NANCHANG UNIVERSITY","CHINA MAINLAND","751","12503","16.65","12"
"400","CHINA MEDICAL UNIVERSITY TAIWAN","TAIWAN","758","12499","16.49","14"
"401","XI'AN UNIVERSITY OF POSTS & TELECOMMUNICATIONS","CHINA MAINLAND","1032","12494","12.11","11"
"402","NATIONAL CHENG KUNG UNIVERSITY","TAIWAN","1118","12454","11.14","5"
"403","POLYTECHNIQUE MONTREAL","CANADA","810","12371","15.27","9"
"404","FLORIDA ATLANTIC UNIVERSITY","USA","320","12370","38.66","10"
"405","STEVENS INSTITUTE OF TECHNOLOGY","USA","505","12354","24.46","11"
"406","UNIVERSIDADE DO PORTO","PORTUGAL","844","12349","14.63","8"
"407","UNIVERSITE GRENOBLE ALPES (UGA)","FRANCE","1202","12303","10.24","10"
"408","UNIVERSITY OF SALERNO","ITALY","858","12295","14.33","10"
"409","LANZHOU UNIVERSITY","CHINA MAINLAND","707","12279","17.37","14"
"410","TECHNION ISRAEL INSTITUTE OF TECHNOLOGY","ISRAEL","1263","12258","9.71","3"
"411","NANTONG UNIVERSITY","CHINA MAINLAND","866","12251","14.15","18"
"412","NATIONAL INSTITUTE OF TECHNOLOGY KURUKSHETRA","INDIA","570","12223","21.44","14"
"413","LEIBNIZ UNIVERSITY HANNOVER","GERMANY (FED REP GER)","528","12211","23.13","21"
"414","UNIVERSITY OF ARIZONA","USA","767","12140","15.83","9"
"415","UNIV LILLE NORD FRANCE COMUE","N/A","1086","12138","11.18","4"
"416","SOUTH CHINA AGRICULTURAL UNIVERSITY","CHINA MAINLAND","687","12107","17.62","12"
"417","ENTHOUGHT","N/A","1","12091","12091.00","1"
"417","FRANCE IX SERV","N/A","1","12091","12091.00","1"
"417","MERCARI JP","N/A","1","12091","12091.00","1"
"417","QUANSIGHT","N/A","1","12091","12091.00","1"
"421","MISSOURI UNIVERSITY OF SCIENCE & TECHNOLOGY","USA","490","12085","24.66","11"
"422","UNIVERSIDADE ESTADUAL DE CAMPINAS","BRAZIL","954","12074","12.66","6"
"423","UNIVERSITY OF NEBRASKA SYSTEM","USA","736","12037","16.35","8"
"424","MENOFIA UNIVERSITY","EGYPT","867","12009","13.85","3"
"425","SHANGHAITECH UNIVERSITY","CHINA MAINLAND","668","12003","17.97","19"
"426","UNIVERSITI SAINS MALAYSIA","MALAYSIA","675","11973","17.74","11"
"427","TECHNISCHE UNIVERSITAT DRESDEN","GERMANY (FED REP GER)","875","11962","13.67","8"
"428","INDIAN INSTITUTE OF TECHNOLOGY (IIT) - ROORKEE","INDIA","746","11873","15.92","4"
"429","HARVARD MEDICAL SCHOOL","USA","726","11871","16.35","12"
"430","UNIVERSITY OF STUTTGART","GERMANY (FED REP GER)","780","11864","15.21","11"
"430","UNITED STATES DEPARTMENT OF DEFENSE","USA","930","11864","12.76","5"
"432","HUNAN UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","682","11851","17.38","8"
"433","INDIAN INSTITUTE OF TECHNOLOGY (IIT) - DELHI","INDIA","935","11850","12.67","6"
"434","IWATE PREFECTURAL UNIVERSITY","JAPAN","204","11844","58.06","12"
"435","SOUTHWESTERN UNIVERSITY OF FINANCE & ECONOMICS - CHINA","CHINA MAINLAND","576","11823","20.53","17"
"436","GEORGIA STATE UNIVERSITY","USA","695","11814","17.00","9"
"437","TORRENS UNIVERSITY AUSTRALIA","AUSTRALIA","142","11807","83.15","25"
"438","SWANSEA UNIVERSITY","WALES","560","11768","21.01","12"
"439","UTRECHT UNIVERSITY","NETHERLANDS","736","11744","15.96","11"
"440","UNIVERSITY OF ZURICH","SWITZERLAND","634","11614","18.32","11"
"441","INDIANA UNIVERSITY SYSTEM","USA","659","11589","17.59","7"
"442","BROWN UNIVERSITY","USA","456","11576","25.39","16"
"443","NEWCASTLE UNIVERSITY - UK","ENGLAND","738","11572","15.68","9"
"444","WUHAN UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","625","11555","18.49","14"
"445","MANSOURA UNIVERSITY","EGYPT","653","11513","17.63","18"
"446","FRAUNHOFER GESELLSCHAFT","GERMANY (FED REP GER)","692","11481","16.59","11"
"447","QUAID I AZAM UNIVERSITY","PAKISTAN","531","11470","21.60","5"
"448","STATE KEY LAB CRYPTOL","N/A","616","11466","18.61","16"
"449","KYUNGPOOK NATIONAL UNIVERSITY (KNU)","SOUTH KOREA","797","11458","14.38","8"
"450","UNIVERSITE PARIS CITE","FRANCE","975","11390","11.68","4"
"451","UNIVERSITY OF NOTRE DAME","USA","670","11291","16.85","6"
"452","YORK UNIVERSITY - CANADA","CANADA","522","11280","21.61","8"
"453","UNIVERSIDAD CARLOS III DE MADRID","SPAIN","1046","11225","10.73","3"
"454","SHANXI UNIVERSITY","CHINA MAINLAND","614","11197","18.24","11"
"455","UNIVERSITY OF CALGARY","CANADA","823","11185","13.59","11"
"456","UNIVERSITY OF TEXAS ARLINGTON","USA","564","11166","19.80","8"
"457","UNIVERSIDADE DE AVEIRO","PORTUGAL","642","11101","17.29","15"
"458","XI'AN INSTITUTE OF OPTICS & PRECISION MECHANICS, CAS","CHINA MAINLAND","292","11061","37.88","11"
"459","TORONTO METROPOLITAN UNIVERSITY","CANADA","755","11040","14.62","9"
"460","UNIVERSITY OF SOUTH FLORIDA","USA","643","10946","17.02","14"
"461","UNIVERSITY OF ALABAMA SYSTEM","USA","662","10854","16.40","8"
"462","UNIVERSITY OF CENTRAL FLORIDA","USA","704","10815","15.36","4"
"463","INDIAN STATISTICAL INSTITUTE","INDIA","717","10768","15.02","11"
"464","ZHEJIANG NORMAL UNIVERSITY","CHINA MAINLAND","697","10753","15.43","17"
"465","RIKEN","JAPAN","678","10698","15.78","26"
"466","ANNA UNIVERSITY CHENNAI","INDIA","1244","10696","8.60","7"
"467","NATIONAL INSTITUTES OF HEALTH (NIH) - USA","USA","430","10660","24.79","12"
"468","UNIVERSITY OF MANITOBA","CANADA","506","10657","21.06","11"
"469","OKLAHOMA STATE UNIVERSITY SYSTEM","USA","410","10638","25.95","13"
"470","UNIVERSITY OF SASKATCHEWAN","CANADA","576","10634","18.46","6"
"471","INDIAN STATISTICAL INSTITUTE KOLKATA","INDIA","686","10604","15.46","11"
"472","UNIVERSITY OF GRONINGEN","NETHERLANDS","598","10579","17.69","7"
"473","YUNNAN UNIVERSITY","CHINA MAINLAND","921","10578","11.49","9"
"474","SHANDONG UNIVERSITY OF FINANCE & ECONOMICS","CHINA MAINLAND","554","10523","18.99","5"
"475","UNIVERSITI KEBANGSAAN MALAYSIA","MALAYSIA","701","10520","15.01","6"
"476","NATIONAL & KAPODISTRIAN UNIVERSITY OF ATHENS","GREECE","498","10515","21.11","11"
"477","UNIVERSITY OF MISSOURI COLUMBIA","USA","400","10508","26.27","9"
"478","NORTHWEST A&F UNIVERSITY - CHINA","CHINA MAINLAND","574","10475","18.25","6"
"479","OKLAHOMA STATE UNIVERSITY - STILLWATER","USA","401","10436","26.02","13"
"480","NATIONAL TAIWAN UNIVERSITY","TAIWAN","1031","10422","10.11","5"
"481","RUSSIAN ACADEMY OF SCIENCES","RUSSIA","2597","10412","4.01","3"
"482","UNIVERSITY OF TRENTO","ITALY","744","10396","13.97","7"
"483","CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)","SPAIN","767","10270","13.39","5"
"484","UNIV TOWN SHENZHEN","N/A","588","10238","17.41","9"
"485","UNIVERSITY OF WESTERN AUSTRALIA","AUSTRALIA","547","10229","18.70","16"
"485","XI'AN UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","899","10229","11.38","10"
"487","TSINGHUA SHENZHEN INTERNATIONAL GRADUATE SCHOOL","CHINA MAINLAND","585","10214","17.46","9"
"488","MIDDLE EAST TECHNICAL UNIVERSITY","TURKIYE","654","10194","15.59","9"
"489","NEW YORK UNIVERSITY TANDON SCHOOL OF ENGINEERING","USA","355","10192","28.71","12"
"490","LEBANESE AMERICAN UNIVERSITY","LEBANON","868","10190","11.74","29"
"491","INTEL USA","USA","716","10169","14.20","7"
"492","UNIVERSIDAD DE MALAGA","SPAIN","897","10151","11.32","6"
"493","WASEDA UNIVERSITY","JAPAN","701","10136","14.46","20"
"493","ZHEJIANG GONGSHANG UNIVERSITY","CHINA MAINLAND","753","10136","13.46","11"
"495","QUEENS UNIVERSITY - CANADA","CANADA","740","10128","13.69","6"
"496","FACEBOOK INC","USA","374","10106","27.02","15"
"497","BAUHAUS-UNIVERSITAT WEIMAR","GERMANY (FED REP GER)","214","10087","47.14","19"
"498","INDIANA UNIVERSITY BLOOMINGTON","USA","549","10052","18.31","6"
"499","CHINA MOBILE","CHINA MAINLAND","516","10047","19.47","15"
"500","JADAVPUR UNIVERSITY","INDIA","763","10038","13.16","4"
"501","ELECTRONICS & TELECOMMUNICATIONS RESEARCH INSTITUTE - KOREA (ETRI)","SOUTH KOREA","1306","10030","7.68","4"
"502","UNIVERSIDAD DE CHILE","CHILE","607","10015","16.50","11"
"503","UNIVERSITY OF GUELPH","CANADA","377","10011","26.55","13"
"504","NATIONAL SUN YAT SEN UNIVERSITY","TAIWAN","652","9983","15.31","10"
"504","UNIVERSITE DE LORRAINE","FRANCE","828","9983","12.06","4"
"506","TARBIAT MODARES UNIVERSITY","IRAN","555","9965","17.95","7"
"507","UNIVERSITY OF HELSINKI","FINLAND","710","9939","14.00","8"
"508","UNIVERSITY OF SOUTH AUSTRALIA","AUSTRALIA","464","9916","21.37","4"
"509","TEL AVIV UNIVERSITY","ISRAEL","885","9906","11.19","8"
"510","WASHINGTON STATE UNIVERSITY","USA","454","9866","21.73","8"
"511","PLA INFORMATION ENGINEERING UNIVERSITY","CHINA MAINLAND","1491","9827","6.59","2"
"512","KYOTO UNIVERSITY","JAPAN","939","9752","10.39","7"
"513","AARHUS UNIVERSITY","DENMARK","737","9750","13.23","6"
"514","NATIONAL TSING HUA UNIVERSITY","TAIWAN","811","9727","11.99","5"
"515","CENTRAL CHINA NORMAL UNIVERSITY","CHINA MAINLAND","853","9720","11.40","10"
"516","NINGBO UNIVERSITY","CHINA MAINLAND","878","9712","11.06","7"
"517","LEIBNIZ ASSOCIATION","GERMANY (FED REP GER)","365","9681","26.52","8"
"518","TAIF UNIVERSITY","SAUDI ARABIA","930","9650","10.38","7"
"519","UNIVERSITY OF NORTH CAROLINA CHARLOTTE","USA","428","9649","22.54","8"
"520","AUBURN UNIVERSITY","USA","520","9639","18.54","15"
"520","AUBURN UNIVERSITY SYSTEM","USA","520","9639","18.54","15"
"522","UNIVERSITY OF NOTTINGHAM","ENGLAND","583","9605","16.48","5"
"523","SUNY NEW PALTZ","USA","458","9594","20.95","5"
"524","WAGENINGEN UNIVERSITY & RESEARCH","NETHERLANDS","353","9593","27.18","11"
"525","UNIVERSITY OF LEEDS","ENGLAND","632","9592","15.18","7"
"526","GUANGXI NORMAL UNIVERSITY","CHINA MAINLAND","733","9589","13.08","12"
"527","XI'AN JIAOTONG-LIVERPOOL UNIVERSITY","CHINA MAINLAND","624","9556","15.31","7"
"528","NATIONAL TECHNICAL UNIVERSITY OF ATHENS","GREECE","674","9526","14.13","9"
"529","CALIFORNIA INSTITUTE OF TECHNOLOGY","USA","498","9490","19.06","8"
"530","FLORIDA INTERNATIONAL UNIVERSITY","USA","482","9478","19.66","13"
"531","SHENZHEN RESEARCH INSTITUTE OF BIG DATA","CHINA MAINLAND","396","9454","23.87","22"
"532","IOWA STATE UNIVERSITY","USA","673","9430","14.01","5"
"533","UNIVERSITY OF VIRGINIA","USA","632","9412","14.89","8"
"534","PRINCE SATTAM BIN ABDULAZIZ UNIVERSITY","SAUDI ARABIA","1162","9395","8.09","5"
"535","LEIDEN UNIVERSITY","NETHERLANDS","539","9355","17.36","10"
"536","LIAOCHENG UNIVERSITY","CHINA MAINLAND","422","9353","22.16","9"
"537","HERIOT WATT UNIVERSITY","SCOTLAND","442","9318","21.08","6"
"538","UNIVERSITY OF COPENHAGEN","DENMARK","603","9316","15.45","10"
"539","SYSTEMS RESEARCH INSTITUTE OF THE POLISH ACADEMY OF SCIENCES","POLAND","466","9313","19.98","5"
"540","NOKIA BELL LABS","USA","339","9304","27.45","9"
"541","GRAZ UNIVERSITY OF TECHNOLOGY","AUSTRIA","574","9291","16.19","8"
"542","UNIVERSITY OF WINDSOR","CANADA","434","9274","21.37","17"
"543","KARLSRUHE INSTITUTE OF TECHNOLOGY","GERMANY (FED REP GER)","817","9248","11.32","2"
"544","UNIVERSITY OF TENNESSEE SYSTEM","USA","633","9235","14.59","9"
"545","UNIVERSITY OF UTAH","USA","836","9225","11.03","1"
"546","UNIVERSITY OF TWENTE","NETHERLANDS","646","9208","14.25","9"
"547","TAIYUAN UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","420","9192","21.89","14"
"548","GEORGE MASON UNIVERSITY","USA","696","9171","13.18","6"
"549","BEIJING UNIVERSITY OF CHEMICAL TECHNOLOGY","CHINA MAINLAND","408","9156","22.44","14"
"550","UNIVERSITY OF YORK - UK","ENGLAND","673","9136","13.58","8"
"551","UNIVERSITY OF NEBRASKA LINCOLN","USA","492","9129","18.55","6"
"552","OLD DOMINION UNIVERSITY","USA","444","9060","20.41","8"
"553","UNIVERSITY OF DELAWARE","USA","475","9056","19.07","11"
"554","NANJING NORMAL UNIVERSITY","CHINA MAINLAND","652","9038","13.86","6"
"555","WASHINGTON UNIVERSITY (WUSTL)","USA","485","9029","18.62","12"
"556","INSTITUT NATIONAL POLYTECHNIQUE DE GRENOBLE","FRANCE","898","9024","10.05","8"
"557","UNIVERSITY OF MUNSTER","GERMANY (FED REP GER)","275","9018","32.79","1"
"558","RENMIN UNIVERSITY OF CHINA","CHINA MAINLAND","926","9002","9.72","5"
"559","UNIVERSITY OF TABRIZ","IRAN","581","8999","15.49","7"
"560","FONDAZIONE BRUNO KESSLER","ITALY","396","8994","22.71","8"
"561","UNIVERSITE DE LILLE","FRANCE","795","8975","11.29","2"
"562","XIANGTAN UNIVERSITY","CHINA MAINLAND","548","8973","16.37","9"
"563","INSTITUTO DE TELECOMUNICACOES","PORTUGAL","396","8953","22.61","6"
"564","UNIVERSITY OF BERN","SWITZERLAND","352","8952","25.43","13"
"565","UNIV PARIS EST COMUE","N/A","630","8925","14.17","6"
"566","WAYNE STATE UNIVERSITY","USA","374","8924","23.86","6"
"567","KUNMING UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","703","8896","12.65","5"
"568","XINJIANG UNIVERSITY","CHINA MAINLAND","827","8893","10.75","10"
"569","ZHONGNAN UNIVERSITY OF ECONOMICS & LAW","CHINA MAINLAND","380","8864","23.33","9"
"570","UNIV NANTES ANGERS LE MANS","N/A","640","8857","13.84","5"
"571","INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY HYDERABAD","INDIA","356","8846","24.85","6"
"572","UNIVERSIDADE FEDERAL DE MINAS GERAIS","BRAZIL","744","8802","11.83","6"
"573","UNIVERSITY OF IOWA","USA","377","8787","23.31","5"
"574","ALIBABA GROUP","CHINA MAINLAND","753","8778","11.66","15"
"575","LOUISIANA STATE UNIVERSITY SYSTEM","USA","529","8695","16.44","22"
"576","HEBEI UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","624","8693","13.93","10"
"577","HENAN POLYTECHNIC UNIVERSITY","CHINA MAINLAND","631","8681","13.76","15"
"578","UNIVERSITE COTE D'AZUR","FRANCE","721","8677","12.03","9"
"578","VRIJE UNIVERSITEIT AMSTERDAM","NETHERLANDS","745","8677","11.65","5"
"580","UNIVERSITY OF FREIBURG","GERMANY (FED REP GER)","303","8662","28.59","9"
"581","INDIAN INSTITUTE OF TECHNOLOGY (IIT) - MADRAS","INDIA","813","8649","10.64","6"
"582","UNIVERSITE TOULOUSE III - PAUL SABATIER","FRANCE","775","8626","11.13","6"
"583","NATIONAL CENTRAL UNIVERSITY","TAIWAN","641","8611","13.43","8"
"584","UNIVERSITY OF LJUBLJANA","SLOVENIA","541","8604","15.90","6"
"585","WESTERN SYDNEY UNIVERSITY","AUSTRALIA","377","8588","22.78","8"
"586","HENAN UNIVERSITY","CHINA MAINLAND","668","8579","12.84","9"
"587","INESC TEC","PORTUGAL","650","8548","13.15","4"
"588","LEIDEN UNIVERSITY - EXCL LUMC","NETHERLANDS","507","8543","16.85","8"
"589","UNIVERSITY OF SOUTH CAROLINA COLUMBIA","USA","373","8531","22.87","6"
"589","UNIVERSITY OF SOUTH CAROLINA SYSTEM","USA","373","8531","22.87","6"
"591","INRAE","FRANCE","534","8509","15.93","4"
"592","SAINT FRANCIS XAVIER UNIVERSITY - CANADA","CANADA","321","8494","26.46","9"
"593","BIRLA INSTITUTE OF TECHNOLOGY & SCIENCE PILANI (BITS PILANI)","INDIA","590","8490","14.39","10"
"594","UNIVERSITY OF GOTTINGEN","GERMANY (FED REP GER)","416","8472","20.37","4"
"595","UNIVERSITE DE SFAX","TUNISIA","974","8460","8.69","1"
"596","TRINITY COLLEGE DUBLIN","IRELAND","598","8444","14.12","9"
"597","SUPSI","N/A","11","8439","767.18","1"
"598","SHANMUGHA ARTS, SCIENCE, TECHNOLOGY & RESEARCH ACADEMY (SASTRA)","INDIA","636","8438","13.27","4"
"599","INTERNATIONAL ISLAMIC UNIVERSITY, PAKISTAN","PAKISTAN","443","8429","19.03","4"
"600","STATE KEY LABORATORY OF TRANSIENT OPTICS & PHOTONICS","CHINA MAINLAND","135","8404","62.25","9"
"601","RESEARCH ORGANIZATION OF INFORMATION & SYSTEMS (ROIS)","JAPAN","716","8391","11.72","11"
"602","CLEMSON UNIVERSITY","USA","567","8367","14.76","7"
"603","UNIVERSITE DE BORDEAUX","FRANCE","726","8351","11.50","4"
"604","NATIONAL YUNLIN UNIVERSITY SCIENCE & TECHNOLOGY","TAIWAN","634","8328","13.14","17"
"605","INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE LYON - INSA LYON","FRANCE","772","8326","10.78","2"
"606","SOUTH CHINA NORMAL UNIVERSITY","CHINA MAINLAND","761","8323","10.94","6"
"607","BIRZEIT UNIVERSITY","PALESTINE","74","8319","112.42","7"
"608","YALE UNIVERSITY","USA","641","8318","12.98","6"
"609","HUNAN NORMAL UNIVERSITY","CHINA MAINLAND","648","8255","12.74","6"
"610","ACADEMY OF MATHEMATICS & SYSTEM SCIENCES, CAS","CHINA MAINLAND","485","8243","17.00","5"
"611","UNIVERSITY OF COLORADO BOULDER","USA","583","8233","14.12","4"
"612","UNIVERSITY OF KENT","ENGLAND","558","8231","14.75","13"
"613","UNIVERSITY OF OKLAHOMA SYSTEM","USA","396","8127","20.52","7"
"614","JIANGXI UNIVERSITY OF FINANCE & ECONOMICS","CHINA MAINLAND","452","8120","17.96","2"
"615","DELHI TECHNOLOGICAL UNIVERSITY","INDIA","683","8119","11.89","5"
"616","UNIVERSITY OF PORTSMOUTH","ENGLAND","324","8096","24.99","8"
"617","LOUISIANA STATE UNIVERSITY","USA","490","8062","16.45","22"
"617","UNIVERSITY OF MASSACHUSETTS AMHERST","USA","638","8062","12.64","6"
"619","MICROSOFT RESEARCH ASIA","CHINA MAINLAND","390","8045","20.63","15"
"619","UNIVERSITY OF BONN","GERMANY (FED REP GER)","443","8045","18.16","7"
"621","HUMBOLDT UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","554","8036","14.51","5"
"622","UNIVERSITY OF CALIFORNIA RIVERSIDE","USA","539","8023","14.88","4"
"623","GUANGXI UNIVERSITY","CHINA MAINLAND","760","8005","10.53","6"
"624","BRAUNSCHWEIG UNIVERSITY OF TECHNOLOGY","GERMANY (FED REP GER)","423","7999","18.91","9"
