Indicators Results List: Institutions   Filter Results By: ResearchFields   Filter Value(s): ENGINEERING   Show: Top
,Institutions,Countries/Regions,Web of Science Documents,Cites,Cites/Paper,Top Papers
"648","CHENGDU UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","2211","28450","12.87","18"
"649","VICTORIA UNIVERSITY","AUSTRALIA","867","28415","32.77","33"
"650","BRAUNSCHWEIG UNIVERSITY OF TECHNOLOGY","GERMANY (FED REP GER)","1832","28411","15.51","14"
"651","VTT TECHNICAL RESEARCH CENTER FINLAND","FINLAND","1482","28407","19.17","17"
"652","NANTONG UNIVERSITY","CHINA MAINLAND","2191","28345","12.94","26"
"653","UNIVERSITE DE MONASTIR","TUNISIA","1816","28276","15.57","16"
"654","UNIVERSITY OF SOUTH FLORIDA","USA","1405","28258","20.11","25"
"655","CZECH ACADEMY OF SCIENCES","CZECH REPUBLIC","1989","28244","14.20","25"
"656","CHINA MEDICAL UNIVERSITY HOSPITAL - TAIWAN","TAIWAN","1472","28225","19.17","41"
"657","UNIVERSITY OF OKLAHOMA - NORMAN","USA","1456","28114","19.31","25"
"658","WAGENINGEN UNIVERSITY & RESEARCH","NETHERLANDS","1017","28066","27.60","24"
"659","NATIONAL INSTITUTE OF TECHNOLOGY SILCHAR","INDIA","1881","28018","14.90","13"
"660","NAGOYA UNIVERSITY","JAPAN","2595","27940","10.77","12"
"661","MENOFIA UNIVERSITY","EGYPT","1747","27895","15.97","19"
"662","SHAANXI UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","1557","27800","17.85","42"
"663","CHINA JILIANG UNIVERSITY","CHINA MAINLAND","2203","27708","12.58","29"
"664","UNIVERSITE DE SFAX","TUNISIA","2273","27689","12.18","14"
"665","BUDAPEST UNIVERSITY OF TECHNOLOGY & ECONOMICS","HUNGARY","2624","27662","10.54","13"
"666","WASEDA UNIVERSITY","JAPAN","2124","27550","12.97","24"
"667","LIMOUSIN POITOU-CHARENTES","N/A","2038","27516","13.50","11"
"668","IDAHO NATIONAL LABORATORY","USA","1835","27512","14.99","14"
"669","GAZI UNIVERSITY","TURKIYE","2324","27455","11.81","3"
"670","HAINAN UNIVERSITY","CHINA MAINLAND","2276","27390","12.03","42"
"671","INRIA","FRANCE","1943","27364","14.08","17"
"672","UNIVERSIDADE NOVA DE LISBOA","PORTUGAL","1424","27307","19.18","34"
"673","KING'S COLLEGE LONDON","ENGLAND","1393","27298","19.60","28"
"674","UNIV PARIS EST COMUE","N/A","1769","27188","15.37","12"
"675","ASWAN UNIVERSITY","EGYPT","1575","27160","17.24","12"
"676","UNIVERSITY OF OSLO","NORWAY","1020","27123","26.59","38"
"677","EDITH COWAN UNIVERSITY","AUSTRALIA","986","27117","27.50","41"
"678","DALHOUSIE UNIVERSITY","CANADA","1396","26941","19.30","15"
"679","INTEL CORPORATION","USA","1421","26879","18.92","27"
"680","MINES PARISTECH","FRANCE","1278","26838","21.00","20"
"681","INESC TEC","PORTUGAL","1363","26837","19.69","12"
"682","UNIVERSITY OF ENGINEERING & TECHNOLOGY LAHORE","PAKISTAN","1748","26788","15.32","20"
"683","ISTITUTO ITALIANO DI TECNOLOGIA - IIT","ITALY","1251","26741","21.38","20"
"684","UNIVERSITY DJILLALI LIABES SIDI BEL ABBES","ALGERIA","884","26714","30.22","64"
"685","NATIONAL YUNLIN UNIVERSITY SCIENCE & TECHNOLOGY","TAIWAN","1781","26679","14.98","17"
"686","URMIA UNIVERSITY","IRAN","1401","26654","19.02","15"
"687","AUTONOMOUS UNIVERSITY OF BARCELONA","SPAIN","1454","26645","18.33","20"
"688","SHIRAZ UNIVERSITY OF TECHNOLOGY","IRAN","1431","26617","18.60","15"
"689","LEHIGH UNIVERSITY","USA","1254","26616","21.22","13"
"690","MALAVIYA NATIONAL INSTITUTE OF TECHNOLOGY JAIPUR","INDIA","1538","26586","17.29","16"
"691","HOKKAIDO UNIVERSITY","JAPAN","2074","26480","12.77","14"
"692","UNIVERSITE CLAUDE BERNARD LYON 1","FRANCE","2072","26339","12.71","4"
"693","SWISS FEDERAL LABORATORIES FOR MATERIALS SCIENCE & TECHNOLOGY (EMPA)","SWITZERLAND","964","26323","27.31","26"
"694","NORMANDIE UNIV","N/A","1743","26317","15.10","10"
"695","WORCESTER POLYTECHNIC INSTITUTE","USA","1054","26304","24.96","25"
"696","CENTRALE LILLE","FRANCE","1755","26249","14.96","14"
"697","INSTITUTE OF MECHANICS, CAS","CHINA MAINLAND","1948","26245","13.47","13"
"698","SLAC NATIONAL ACCELERATOR LABORATORY","USA","291","26235","90.15","51"
"699","FLORIDA INTERNATIONAL UNIVERSITY","USA","1528","26234","17.17","10"
"700","UNIVERSIDADE FEDERAL DE MINAS GERAIS","BRAZIL","1950","26219","13.45","6"
"701","LIAONING UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","1073","26190","24.41","55"
"702","POZNAN UNIVERSITY OF TECHNOLOGY","POLAND","2213","26149","11.82","9"
"703","SHANXI UNIVERSITY","CHINA MAINLAND","1790","26135","14.60","23"
"704","DONGGUK UNIVERSITY","SOUTH KOREA","1662","26130","15.72","22"
"705","RENSSELAER POLYTECHNIC INSTITUTE","USA","1607","26087","16.23","13"
"706","TIANJIN UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","1968","26058","13.24","23"
"707","UNIVERSITY OF KENTUCKY","USA","1384","26057","18.83","17"
"708","COLLABORATIVE INNOVATION CENTER FOR ADVANCED SHIP & DEEP SEA EXPLORATION","CHINA MAINLAND","1179","25875","21.95","3"
"709","UNIVERSITE DE TUNIS-EL-MANAR","TUNISIA","1955","25750","13.17","11"
"710","FLORIDA STATE UNIVERSITY","USA","1369","25710","18.78","18"
"711","UNIVERSIDADE DE VIGO","SPAIN","1511","25670","16.99","15"
"712","UNIVERSITY OF ENGINEERING & TECHNOLOGY TAXILA","PAKISTAN","1216","25555","21.02","21"
"713","UNIVERSITY COLLEGE CORK","IRELAND","1260","25501","20.24","10"
"714","UNIVERSITY OF ISFAHAN","IRAN","1637","25461","15.55","19"
"715","UMM AL-QURA UNIVERSITY","SAUDI ARABIA","1889","25456","13.48","25"
"716","HENAN UNIVERSITY","CHINA MAINLAND","1460","25440","17.42","36"
"717","CHENGDU UNIVERSITY","CHINA MAINLAND","1385","25375","18.32","45"
"718","UNITED STATES AIR FORCE","USA","1858","25367","13.65","8"
"719","UNIVERSIDAD DE JAEN","SPAIN","1481","25352","17.12","16"
"720","MARCHE POLYTECHNIC UNIVERSITY","ITALY","1575","25334","16.09","5"
"721","UNIVERSITY OF CATANIA","ITALY","1692","25280","14.94","8"
"722","TRINITY COLLEGE DUBLIN","IRELAND","1253","25276","20.17","19"
"723","UNIVERSITY OF ULSAN","SOUTH KOREA","1790","25245","14.10","6"
"724","UNIVERSITY OF TEXAS AT SAN ANTONIO (UTSA)","USA","1224","25232","20.61","17"
"725","INTERNATIONAL BUSINESS MACHINES (IBM)","USA","1040","25166","24.20","26"
"726","UNIVERSIDAD DE CHILE","CHILE","1550","25138","16.22","11"
"727","TEXAS TECH UNIVERSITY SYSTEM","USA","1582","25121","15.88","14"
"728","UNIVERSITE PARIS CITE","FRANCE","1762","25111","14.25","10"
"729","GRAZ UNIVERSITY OF TECHNOLOGY","AUSTRIA","1781","25088","14.09","16"
"730","SAVEETHA INSTITUTE OF MEDICAL & TECHNICAL SCIENCE","INDIA","2520","25023","9.93","84"
"731","TEXAS TECH UNIVERSITY","USA","1562","24969","15.99","14"
"732","FRAUNHOFER INSTITUTE OF SOLAR ENERGY SYSTEMS","GERMANY (FED REP GER)","597","24861","41.64","31"
"733","UNIVERSITY OF QUEBEC MONTREAL","CANADA","1256","24859","19.79","18"
"733","ANHUI UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","2568","24859","9.68","19"
"735","ROMA TRE UNIVERSITY","ITALY","1409","24772","17.58","14"
"736","YORK UNIVERSITY - CANADA","CANADA","1440","24771","17.20","14"
"737","UNIVERSITY OF KENT","ENGLAND","1037","24769","23.89","18"
"738","UNIVERSITY OF PESHAWAR","PAKISTAN","1056","24714","23.40","34"
"739","CSIRO ENERGY","AUSTRALIA","646","24683","38.21","27"
"740","UNIVERSITY OF ALABAMA TUSCALOOSA","USA","1377","24659","17.91","12"
"741","THE CHINESE UNIVERSITY OF HONG KONG, SHENZHEN","CHINA MAINLAND","1485","24650","16.60","29"
"742","HUBEI UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","2229","24648","11.06","45"
"743","HARBIN UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","2746","24536","8.94","27"
"744","SOUTHWESTERN UNIVERSITY OF FINANCE & ECONOMICS - CHINA","CHINA MAINLAND","1044","24490","23.46","30"
"745","STONY BROOK UNIVERSITY","USA","1216","24488","20.14","21"
"746","PARTHENOPE UNIVERSITY NAPLES","ITALY","1018","24437","24.00","8"
"747","UNIVERSITY OF PLYMOUTH","ENGLAND","856","24432","28.54","23"
"748","AJOU UNIVERSITY","SOUTH KOREA","1948","24193","12.42","11"
"749","INDIAN INSTITUTE OF TECHNOLOGY (IIT) - INDORE","INDIA","1377","24032","17.45","16"
"750","SHANDONG JIANZHU UNIVERSITY","CHINA MAINLAND","2110","24019","11.38","17"
"751","GRIFFITH UNIVERSITY - GOLD COAST CAMPUS","AUSTRALIA","858","23952","27.92","13"
"752","UNIVERSITY OF WINDSOR","CANADA","1484","23934","16.13","11"
"753","NANCHANG HANGKONG UNIVERSITY","CHINA MAINLAND","1400","23932","17.09","46"
"754","LODZ UNIVERSITY OF TECHNOLOGY","POLAND","1875","23922","12.76","7"
"755","SUNWAY UNIVERSITY","MALAYSIA","886","23857","26.93","58"
"756","UNIVERSITY OF CALIFORNIA MERCED","USA","758","23802","31.40","27"
"757","CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES","CHINA MAINLAND","972","23799","24.48","27"
"758","HUAZHONG AGRICULTURAL UNIVERSITY","CHINA MAINLAND","1090","23716","21.76","18"
"759","UNIVERSITY OF ABERDEEN","SCOTLAND","1120","23707","21.17","17"
"760","KOREA INSTITUTE OF ENERGY RESEARCH (KIER)","SOUTH KOREA","1164","23674","20.34","15"
"761","ARTS ET METIERS INSTITUTE OF TECHNOLOGY","FRANCE","1185","23663","19.97","8"
"762","UNIVERSITY OF DELAWARE","USA","1427","23647","16.57","7"
"763","UNIVERSITY OF OVIEDO","SPAIN","1809","23598","13.04","2"
"764","SHANTOU UNIVERSITY","CHINA MAINLAND","1384","23575","17.03","18"
"765","PRINCESS NOURAH BINT ABDULRAHMAN UNIVERSITY","SAUDI ARABIA","2531","23548","9.30","43"
"766","MALARDALEN UNIVERSITY","SWEDEN","745","23540","31.60","29"
"767","JAPAN ATOMIC ENERGY AGENCY","JAPAN","1625","23511","14.47","37"
"768","FUJIAN NORMAL UNIVERSITY","CHINA MAINLAND","1142","23491","20.57","26"
"769","INDIAN INSTITUTE OF MANAGEMENT (IIM SYSTEM)","INDIA","981","23444","23.90","26"
"770","COLORADO STATE UNIVERSITY SYSTEM","USA","1475","23334","15.82","9"
"771","IMAM KHOMEINI INTERNATIONAL UNIVERSITY","IRAN","1057","23269","22.01","21"
"772","TEL AVIV UNIVERSITY","ISRAEL","1809","23237","12.85","10"
"773","UNIVERSITY OF CANTERBURY","NEW ZEALAND","1444","23159","16.04","18"
"774","UNIVERSITY OF REGINA","CANADA","1140","23152","20.31","14"
"775","YALE UNIVERSITY","USA","892","23149","25.95","22"
"776","ASIA UNIVERSITY TAIWAN","TAIWAN","1022","23125","22.63","27"
"777","GENERAL ELECTRIC","USA","1133","23033","20.33","17"
"778","NINGBO INSTITUTE OF MATERIALS TECHNOLOGY & ENGINEERING, CAS","CHINA MAINLAND","1122","22995","20.49","35"
"779","BANARAS HINDU UNIVERSITY (BHU)","INDIA","1254","22932","18.29","11"
"780","UNIVERSITY OF PAVIA","ITALY","1467","22911","15.62","6"
"781","INCHEON NATIONAL UNIVERSITY","SOUTH KOREA","1769","22828","12.90","12"
"782","KARADENIZ TECHNICAL UNIVERSITY","TURKIYE","1411","22821","16.17","13"
"783","CHINA INSTITUTE OF WATER RESOURCES & HYDROPOWER RESEARCH","CHINA MAINLAND","1248","22752","18.23","12"
"784","DALIAN INSTITUTE OF CHEMICAL PHYSICS, CAS","CHINA MAINLAND","807","22731","28.17","37"
"785","SHAANXI NORMAL UNIVERSITY","CHINA MAINLAND","1291","22688","17.57","23"
"786","UNIVERSITY OF HULL","ENGLAND","849","22645","26.67","23"
"787","COLORADO STATE UNIVERSITY FORT COLLINS","USA","1437","22636","15.75","8"
"788","LEBANESE AMERICAN UNIVERSITY","LEBANON","1722","22587","13.12","90"
"789","PAUL SCHERRER INSTITUTE","SWITZERLAND","1122","22572","20.12","13"
"790","KOREA ATOMIC ENERGY RESEARCH INSTITUTE (KAERI)","SOUTH KOREA","2466","22532","9.14","3"
"791","NATIONAL INSTITUTE OF TECHNOLOGY WARANGAL","INDIA","1717","22519","13.12","11"
"792","ACADEMY OF MATHEMATICS & SYSTEM SCIENCES, CAS","CHINA MAINLAND","1085","22507","20.74","14"
"793","ZHENGZHOU UNIVERSITY OF LIGHT INDUSTRY","CHINA MAINLAND","1882","22463","11.94","27"
"794","CENTRO DE INVESTIGACIONES ENERGETICAS, MEDIOAMBIENTALES TECNOLOGICAS","SPAIN","1456","22404","15.39","4"
"795","MAJMAAH UNIVERSITY","SAUDI ARABIA","1321","22356","16.92","19"
"796","LAWRENCE LIVERMORE NATIONAL LABORATORY","USA","1160","22315","19.24","12"
"797","UNIVERSITY OF MOHAGHEGH ARDABILI","IRAN","904","22299","24.67","16"
"798","SULTAN QABOOS UNIVERSITY","OMAN","1149","22298","19.41","21"
"799","KONKUK UNIVERSITY","SOUTH KOREA","1819","22279","12.25","16"
"800","SIEMENS AG","GERMANY (FED REP GER)","1216","22274","18.32","19"
"801","HENAN UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","2124","22270","10.48","21"
"802","STEVENS INSTITUTE OF TECHNOLOGY","USA","1253","22245","17.75","16"
"803","UNIVERSITY OF WYOMING","USA","955","22241","23.29","18"
"804","UNIVERSITY OF LIEGE","BELGIUM","1279","22130","17.30","5"
"805","INSTITUTO POLITECNICO NACIONAL - MEXICO","MEXICO","2263","22114","9.77","6"
"806","UNIVERSITETET I STAVANGER","NORWAY","1185","22103","18.65","14"
"807","COLLABORATIVE INNOVATION CENTER OF CHEMICAL SCIENCE & ENGINEERING TIANJIN","CHINA MAINLAND","685","22090","32.25","19"
"808","UNIVERSITI TEKNOLOGI MARA","MALAYSIA","1164","22034","18.93","16"
"809","SHAHID BAHONAR UNIVERSITY OF KERMAN (SBUK)","IRAN","1461","22001","15.06","11"
"810","NORTHEAST PETROLEUM UNIVERSITY","CHINA MAINLAND","1739","21933","12.61","21"
"811","NORTHEAST FORESTRY UNIVERSITY - CHINA","CHINA MAINLAND","1744","21914","12.57","22"
"812","UNITED STATES ARMY","USA","1545","21910","14.18","13"
"813","UNIVERSITY OF SHERBROOKE","CANADA","1440","21906","15.21","9"
"814","UNIVERSITY OF NOTTINGHAM MALAYSIA","MALAYSIA","676","21867","32.35","25"
"815","UNIVERSIDADE DA BEIRA INTERIOR","PORTUGAL","927","21866","23.59","15"
"816","UNIVERSITY OF GUELPH","CANADA","999","21804","21.83","21"
"817","UNIVERSITY OF SALENTO","ITALY","1184","21792","18.41","8"
"818","SAMSUNG ELECTRONICS","SOUTH KOREA","1794","21780","12.14","18"
"819","UNIVERSITY OF NEVADA RENO","USA","1066","21770","20.42","10"
"820","UNIVERSITA DELLA CAMPANIA VANVITELLI","ITALY","1463","21752","14.87","11"
"821","FOSHAN UNIVERSITY","CHINA MAINLAND","1281","21734","16.97","27"
"822","KOREA INSTITUTE OF INDUSTRIAL TECHNOLOGY (KITECH)","SOUTH KOREA","1650","21716","13.16","8"
"823","HIROSHIMA UNIVERSITY","JAPAN","1611","21682","13.46","21"
"824","RUHR UNIVERSITY BOCHUM","GERMANY (FED REP GER)","1663","21675","13.03","16"
"825","INTEL USA","USA","1069","21621","20.23","22"
"826","RENMIN UNIVERSITY OF CHINA","CHINA MAINLAND","1053","21620","20.53","23"
"827","TEMPLE UNIVERSITY","USA","755","21616","28.63","29"
"827","HELWAN UNIVERSITY","EGYPT","1501","21616","14.40","16"
"829","UNIVERSITY OF HUDDERSFIELD","ENGLAND","1206","21567","17.88","20"
"830","CHONGQING TECHNOLOGY & BUSINESS UNIVERSITY","CHINA MAINLAND","1083","21484","19.84","36"
"831","UNIVERSITY OF TASMANIA","AUSTRALIA","1090","21468","19.70","13"
"832","UNIVERSITI MALAYSIA TERENGGANU","MALAYSIA","619","21324","34.45","42"
"833","UNIVERSITY OF SCIENCE & TECHNOLOGY (UST)","SOUTH KOREA","1556","21280","13.68","8"
"834","INSTITUTE OF CHEMISTRY, CAS","CHINA MAINLAND","323","21209","65.66","32"
"835","MAULANA AZAD NATIONAL INSTITUTE OF TECHNOLOGY BHOPAL","INDIA","1053","21159","20.09","18"
"836","BEN-GURION UNIVERSITY OF THE NEGEV","ISRAEL","1793","21134","11.79","11"
"837","NATIONAL KAOHSIUNG UNIVERSITY OF SCIENCE & TECHNOLOGY","TAIWAN","2001","21101","10.55","4"
"838","UNIVERSIDAD DE MALAGA","SPAIN","1477","21097","14.28","9"
"839","OLLSCOIL NA GAILLIMHE-UNIVERSITY OF GALWAY","IRELAND","743","21084","28.38","18"
"840","UNIVERSITY OF MISSOURI COLUMBIA","USA","1249","21055","16.86","11"
"841","SEOUL NATIONAL UNIVERSITY OF SCIENCE & TECHNOLOGY","SOUTH KOREA","2179","21034","9.65","3"
"842","UNIVERSITY OF ZURICH","SWITZERLAND","643","21004","32.67","19"
"843","NATIONAL SUN YAT SEN UNIVERSITY","TAIWAN","1737","21000","12.09","8"
"844","CENTRAL SOUTH UNIVERSITY OF FORESTRY & TECHNOLOGY","CHINA MAINLAND","1057","20992","19.86","32"
"845","HUNAN NORMAL UNIVERSITY","CHINA MAINLAND","1263","20967","16.60","27"
"846","UNIVERSITE DE BORDEAUX","FRANCE","1679","20956","12.48","5"
"847","NINGXIA UNIVERSITY","CHINA MAINLAND","1597","20927","13.10","12"
"848","ERCIYES UNIVERSITY","TURKIYE","1072","20915","19.51","20"
"849","PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE","CHILE","1358","20904","15.39","5"
"850","UNIVERSITY OF CAGLIARI","ITALY","1314","20823","15.85","3"
"851","CITY UNIVERSITY OF NEW YORK (CUNY) SYSTEM","USA","976","20805","21.32","23"
"852","NATIONAL INSTITUTE OF TECHNOLOGY KARNATAKA","INDIA","1539","20784","13.50","8"
"853","BOSTON UNIVERSITY","USA","1009","20779","20.59","15"
"854","ZHEJIANG GONGSHANG UNIVERSITY","CHINA MAINLAND","1122","20725","18.47","28"
"855","SHENZHEN RESEARCH INSTITUTE, CITY UNIVERSITY OF HONG KONG","CHINA MAINLAND","793","20698","26.10","23"
"856","SIBERIAN BRANCH OF THE RUSSIAN ACADEMY OF SCIENCES","RUSSIA","2874","20692","7.20","2"
"857","DONGBEI UNIVERSITY OF FINANCE & ECONOMICS","CHINA MAINLAND","668","20688","30.97","19"
"857","SHENYANG AEROSPACE UNIVERSITY","CHINA MAINLAND","1520","20688","13.61","25"
"859","UNIVERSITE CATHOLIQUE LOUVAIN","BELGIUM","1090","20650","18.94","13"
"859","RAZI UNIVERSITY","IRAN","1158","20650","17.83","10"
"861","UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA","BRAZIL","1667","20608","12.36","8"
"862","HENAN NORMAL UNIVERSITY","CHINA MAINLAND","1134","20594","18.16","29"
"863","US ARMY RESEARCH, DEVELOPMENT & ENGINEERING COMMAND (RDECOM)","USA","918","20570","22.41","16"
"864","UNIVERSITY OF BARCELONA","SPAIN","942","20567","21.83","20"
"865","INSTITUTE OF COMPUTING TECHNOLOGY, CAS","CHINA MAINLAND","838","20552","24.53","31"
"866","UNIVERSITY OF BRESCIA","ITALY","1224","20531","16.77","12"
"867","VANDERBILT UNIVERSITY","USA","928","20475","22.06","13"
"868","WAYNE STATE UNIVERSITY","USA","999","20410","20.43","13"
"869","ITMO UNIVERSITY","RUSSIA","1511","20364","13.48","12"
"870","NATIONAL CHUNG HSING UNIVERSITY","TAIWAN","1458","20356","13.96","15"
"871","LANZHOU JIAOTONG UNIVERSITY","CHINA MAINLAND","2029","20300","10.00","16"
"872","UNIVERSITY OF YORK - UK","ENGLAND","1215","20291","16.70","13"
"873","UNIVERSITY OF NORTH CAROLINA CHARLOTTE","USA","1158","20274","17.51","15"
"874","UNIVERSITY OF WEST ENGLAND","ENGLAND","921","20229","21.96","18"
"874","LIVERPOOL JOHN MOORES UNIVERSITY","ENGLAND","958","20229","21.12","29"
"876","UNIVERSITY OF ANTWERP","BELGIUM","968","20224","20.89","13"
"877","SIMON FRASER UNIVERSITY","CANADA","1124","20159","17.94","11"
"878","INSTITUTE OF URBAN ENVIRONMENT, CAS","CHINA MAINLAND","644","20134","31.26","23"
"879","UNIVERSITY OF PUNJAB","PAKISTAN","1121","20126","17.95","34"
"880","WEST VIRGINIA UNIVERSITY","USA","1135","20116","17.72","14"
"881","HESAM UNIVERSITE","FRANCE","1363","20048","14.71","10"
"882","LEIDEN UNIVERSITY","NETHERLANDS","569","20012","35.17","13"
"883","UNIVERSITY OF FREIBURG","GERMANY (FED REP GER)","1165","20005","17.17","14"
"884","KERMANSHAH UNIVERSITY OF TECHNOLOGY","IRAN","677","19990","29.53","10"
"885","LEIDEN UNIVERSITY - EXCL LUMC","NETHERLANDS","553","19920","36.02","13"
"886","ZHEJIANG A&F UNIVERSITY","CHINA MAINLAND","717","19888","27.74","36"
"887","UNITED STATES NAVY","USA","1791","19871","11.09","6"
"888","GOVERNMENT COLLEGE UNIVERSITY FAISALABAD","PAKISTAN","903","19860","21.99","27"
"889","UK RESEARCH & INNOVATION (UKRI)","ENGLAND","895","19856","22.19","14"
"890","AL JOUF UNIVERSITY","SAUDI ARABIA","1415","19834","14.02","23"
"891","MASDAR INSTITUTE OF SCIENCE & TECHNOLOGY","UNITED ARAB EMIRATES","459","19832","43.21","8"
"892","DURHAM UNIVERSITY","ENGLAND","1228","19819","16.14","15"
"893","JIANGXI UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","1342","19806","14.76","32"
"894","INSTITUTE OF COAL CHEMISTRY, CAS","CHINA MAINLAND","834","19738","23.67","16"
"895","GWANGJU INSTITUTE OF SCIENCE & TECHNOLOGY (GIST)","SOUTH KOREA","1597","19735","12.36","5"
"896","VISVESVARAYA NATIONAL INSTITUTE OF TECHNOLOGY, NAGPUR","INDIA","1355","19714","14.55","11"
"897","ECOLE POLYTECHNIQUE","FRANCE","1290","19670","15.25","9"
"898","YANTAI UNIVERSITY","CHINA MAINLAND","1428","19664","13.77","25"
"899","UNITED STATES DEPARTMENT OF AGRICULTURE (USDA)","USA","941","19658","20.89","5"
"900","YUNNAN UNIVERSITY","CHINA MAINLAND","1531","19651","12.84","16"
"901","NEAR EAST UNIVERSITY","TURKIYE","1120","19650","17.54","32"
"902","NEW YORK UNIVERSITY TANDON SCHOOL OF ENGINEERING","USA","893","19621","21.97","20"
"903","ABB","SWITZERLAND","843","19620","23.27","12"
"904","FUJIAN AGRICULTURE & FORESTRY UNIVERSITY","CHINA MAINLAND","946","19615","20.73","28"
"905","UNIVERSIDAD TECNICA FEDERICO SANTA MARIA","CHILE","1163","19586","16.84","12"
"906","SHENYANG UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","2134","19550","9.16","32"
"907","PUKYONG NATIONAL UNIVERSITY","SOUTH KOREA","1721","19541","11.35","13"
"908","UNIVERSITY OF SEOUL","SOUTH KOREA","1245","19495","15.66","13"
"909","UNIVERSITY OF CASSINO","ITALY","1031","19484","18.90","9"
"910","UNIVERSITY OF TECHNOLOGY- IRAQ","IRAQ","1201","19464","16.21","18"
"911","NATIONAL RESEARCH COUNCIL CANADA","CANADA","1293","19440","15.03","10"
"912","IMT ATLANTIQUE","FRANCE","826","19363","23.44","20"
"913","VITO","BELGIUM","543","19270","35.49","17"
"914","MONASH UNIVERSITY MALAYSIA","MALAYSIA","870","19238","22.11","16"
"915","NORTHEAST AGRICULTURAL UNIVERSITY - CHINA","CHINA MAINLAND","864","19161","22.18","34"
"916","MINISTRY OF EDUCATION & SCIENCE OF UKRAINE","UKRAINE","2597","19136","7.37","5"
"917","UNIVERSITY OF KANSAS","USA","1004","19118","19.04","11"
"918","UNIVERSITA DI MODENA E REGGIO EMILIA","ITALY","1379","19092","13.84","7"
"919","ECOLE NATIONALE DINGENIEURS DE SFAX (ENIS)","TUNISIA","1602","19082","11.91","7"
"920","FENG CHIA UNIVERSITY","TAIWAN","1381","19074","13.81","9"
"921","HENAN AGRICULTURAL UNIVERSITY","CHINA MAINLAND","726","19069","26.27","34"
"922","SCUOLA SUPERIORE SANT'ANNA","ITALY","871","19058","21.88","15"
"923","OKLAHOMA STATE UNIVERSITY SYSTEM","USA","1097","19033","17.35","15"
"924","UNIVERSIDADE FEDERAL DO PARANA","BRAZIL","1214","18995","15.65","15"
"925","STATE KEY LABORATORY SURFACTANT FINE CHEMISTRY","CHINA MAINLAND","754","18984","25.18","21"
"926","XI'AN JIAOTONG-LIVERPOOL UNIVERSITY","CHINA MAINLAND","1301","18982","14.59","20"
"927","DREXEL UNIVERSITY","USA","833","18905","22.70","15"
"927","NATIONAL CENTRAL UNIVERSITY","TAIWAN","1865","18905","10.14","3"
"929","CITY ST GEORGES, UNIVERSITY OF LONDON","ENGLAND","1022","18898","18.49","7"
"930","SHENYANG INSTITUTE OF AUTOMATION, CAS","CHINA MAINLAND","1505","18881","12.55","13"
"931","UNIVERSITY OF PETROLEUM & ENERGY STUDIES (UPES)","INDIA","1133","18857","16.64","21"
"932","UNIVERSITE DE POITIERS","FRANCE","1374","18819","13.70","7"
"933","INDIAN INSTITUTE OF TECHNOLOGY (IIT) - HYDERABAD","INDIA","1383","18790","13.59","5"
"934","OKLAHOMA STATE UNIVERSITY - STILLWATER","USA","1068","18751","17.56","15"
"935","CHUNGNAM NATIONAL UNIVERSITY","SOUTH KOREA","2043","18684","9.15","6"
"936","SOUTHERN MARINE SCIENCE & ENGINEERING GUANGDONG LABORATORY","CHINA MAINLAND","1492","18679","12.52","15"
"937","TOMSK POLYTECHNIC UNIVERSITY","RUSSIA","1420","18621","13.11","8"
"938","CHONGQING UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","1694","18600","10.98","26"
"939","BHABHA ATOMIC RESEARCH CENTER (BARC)","INDIA","1561","18586","11.91","4"
"940","ALIGARH MUSLIM UNIVERSITY","INDIA","1008","18580","18.43","11"
"941","UNIVERSITY OF ARKANSAS SYSTEM","USA","1220","18562","15.21","10"
"942","SAHAND UNIVERSITY OF TECHNOLOGY","IRAN","1155","18556","16.07","3"
"943","TALLINN UNIVERSITY OF TECHNOLOGY","ESTONIA","1354","18551","13.70","8"
"944","YANGTZE UNIVERSITY","CHINA MAINLAND","1614","18497","11.46","19"
"945","UNIVERSITY OF IOWA","USA","979","18438","18.83","7"
"946","DELHI TECHNOLOGICAL UNIVERSITY","INDIA","1531","18407","12.02","11"
"947","CENTRAL QUEENSLAND UNIVERSITY","AUSTRALIA","829","18396","22.19","24"
"948","UNIVERSITY OF LUXEMBOURG","LUXEMBOURG","1048","18367","17.53","12"
"949","XIHUA UNIVERSITY","CHINA MAINLAND","1890","18349","9.71","12"
"950","PEKING UNIVERSITY SHENZHEN GRADUATE SCHOOL (PKU SHENZHEN)","CHINA MAINLAND","1048","18336","17.50","25"
